work_item,target,action,position,other,confidence,frequency
右前ウィングキャッチ受け脱着,キャッチ,脱着,右,前ウィング受け,100,1
捻じれ修理,,修理,,捻じれ,40,1
ボルト取替加工,,取替,,ボルト加工,40,1
クロスメンバー亀裂ボルト切断取替加工4本,メンバー,取替,,クロス亀裂ボルト切断加工4本,80,1
サイドカバー脱着,カバー,脱着,サイド,,100,1
クラッチブースタースプリング脱着,,脱着,,クラッチブースタースプリング,40,1
ブラケット2本脱着肉盛り溶接仕上げ,ブラケット,脱着,上,2本肉盛り溶接仕げ,100,1
嚙み込みボルト取替加工3本,,取替,,嚙み込みボルト加工3本,40,1
煽りドア開閉補助装置調整点検,ドア,調整,,煽り開閉補助装置点検,80,1
タンクバンド２本切断取り換え,タンク,切断,,バンド２本取り換え,80,1
燃料タンク修正,タンク,修正,,燃料,80,1
コンパネ立て修正,,修正,,コンパネ立て,40,1
リヤバンパー亀裂カット溶接,バンパー,溶接,,リヤ亀裂カット,80,1
折損ボルト取替加工,,取替,,折損ボルト加工,40,1
ブレーキライニング2枚交換,,交換,,ブレーキライニング2枚,40,1
エアーバルブ交換,,交換,,エアーバルブ,40,1
左右アーチゴム取り換え,ゴム,,左,右アーチ取り換え,60,1
左煽りドア開閉補助装置点検調整,ドア,調整,左,煽り開閉補助装置点検,100,1
ライトベゼル脱着,ライト,脱着,,ベゼル,80,1
ドアヒンジ2個,ドア,,,ヒンジ2個,40,1
ストライカー取り換え,,,,,0,1
ドア亀裂溶接,ドア,溶接,,亀裂,80,1
ウィングセンタービーム蝶番ボルト折損修理,ウィング,修理,センター,ビーム蝶番ボルト折損,100,1
インターロック脱着,,脱着,,インターロック,40,1
アーム補強取付溶接,,溶接,,アーム補強取付,40,1
左右大型反射板取替加工,反射板,取替,左,右大型加工,100,1
三角リフレクター取り換え,,,,,0,1
左右後ろセイコーラック破損,,,左,右後ろセイコーラック破損,20,1
煽りドア開閉補助装置アームブラケット交換３ヶ所,ドア,交換,,煽り開閉補助装置アームブラケット３ヶ所,80,1
DPFマフラーカバー脱着,カバー,脱着,,DPFマフラー,80,1
右コンパネ立て修正リベット追加加工,,加工,右,コンパネ立て修正リベット追加,60,1
右後ろ開閉補助装置交換,,交換,右,後ろ開閉補助装置,60,1
燃料タンク位置修正,タンク,修正,,燃料位置,80,1
バンド２本取り換え,,,,,0,1
左煽りドア開閉補助装置交換,ドア,交換,左,煽り開閉補助装置,100,1
左前泥除けゴム取替加工,ゴム,取替,左,前泥除け加工,100,1
トレーラーフェンダー左右前ブラケット脱着折損修正溶接,フェンダー,脱着,左,トレーラー右前ブラケット折損修正溶接,100,1
左ドア鈑金,ドア,鈑金,左,,100,1
大型ライニング張替6枚,,張替,,大型ライニング6枚,40,1
工具箱キャッチ取替,キャッチ,取替,,工具箱,80,1
アウトリガーベアリング取替加工,,取替,,アウトリガーベアリング加工,40,1
ジャンパーホース加工,ホース,加工,,ジャンパー,80,1
荷台ストッパーフック亀裂溶接,,溶接,,荷台ストッパーフック亀裂,40,1
左右大型反射板リベット打ち替え,反射板,,左,右大型リベット打ち替え,60,1
右ファーストステップブラケット交換,ステップ,交換,右,ファーストブラケット,100,1
インナーシールボード鈑金,,鈑金,インナー,シールボード,60,1
左後ろ開閉補助装置取替加工,,取替,左,後ろ開閉補助装置加工,60,1
左後ろ煽りドア持込開閉補助装置取替加工,ドア,取替,左,後ろ煽り持込開閉補助装置加工,100,1
左前煽りドア持込開閉補助装置取替加工,ドア,取替,左,前煽り持込開閉補助装置加工,100,1
亀裂溶接6カ所,,溶接,,亀裂6カ所,40,1
左右バックプレートボルト折れ込み取外し加工12本,,加工,左,右バックプレートボルト折れ込み取外し12本,60,1
スプリングブラケット亀裂溶接,ブラケット,溶接,,スプリング亀裂,80,1
クロスメンバー亀裂切断,メンバー,切断,,クロス亀裂,80,1
補強取付溶接修理,,修理,,補強取付溶接,40,1
ウィングクッションボルト止め,ウィング,,,クッションボルト止め,40,1
ブリッジキャブショックアブソーバ左右交換,,交換,左,ブリッジキャブショックアブソーバ右,60,1
右踊場脱着,,脱着,右,踊場,60,1
プラットホーム取付ブラケットボルト折損修理,ブラケット,修理,,プラットホーム取付ボルト折損,80,1
右前サイドバンパーステー脱着折損修理,バンパー,脱着,右,前サイドステー折損修理,100,1
左右煽りドア開閉補助装置横根太取付ボルト10㎜穴掘り加工2本取替,ドア,取替,左,右煽り開閉補助装置横根太取付ボルト10㎜穴掘り加工2本,100,1
バックプレート取外し,,,外,バックプレート取し,20,1
折損ボルト24本取外し加工,,加工,外,折損ボルト24本取し,60,1
右ドアウェザーストリップゴム交換スカッフプレート脱着,ドア,脱着,右,ウェザーストリップゴム交換スカッフプレート,100,1
折損ボルト修理,,修理,,折損ボルト,40,1
左テールランプ応急修理,ランプ,修理,左,テール応急,100,1
右サイドガード前ステー2本折損修正溶接,ステー,溶接,右,サイドガード前2本折損修正,100,1
左スケット破損,,,左,スケット破損,20,1
分解応急修理,,修理,,分解応急,40,1
左右前ステンフェンダー脱着スケット2個調整,フェンダー,脱着,左,右前ステンスケット2個調整,100,1
後ろスケット2個調整,,調整,後,ろスケット2個,60,1
ドア蝶番2個交換,ドア,交換,,蝶番2個,80,1
リヤ泥除けゴム4枚取替加工,ゴム,取替,,リヤ泥除け4枚加工,80,1
左前ウィングキャッチ切断取替加工,キャッチ,取替,左,前ウィング切断加工,100,1
左右エプロンゴム取付,ゴム,取付,左,右エプロン,100,1
リヤキャブショック左右交換,,交換,左,リヤキャブショック右,60,1
左サイドミラー交換,ミラー,交換,左,サイド,100,1
バックカメラ付替え加工,,加工,,バックカメラ付替え,40,1
右ウィングセンターステー脱着曲がり直し,ステー,脱着,右,ウィングセンター曲がり直し,100,1
サスペンション交換,,交換,,サスペンション,40,1
右リヤフェンダーアーチゴム留め金具制作取付,フェンダー,取付,右,リヤアーチゴム留め金具制作,100,1
バンパー交換一式,バンパー,交換,,一式,80,1
左右床板枠修正ビス止め加工,,加工,左,右床板枠修正ビス止め,60,1
プラットホーム点検ブッシュ取替加工,,取替,,プラットホーム点検ブッシュ加工,40,1
左右サイドガード突っ張りステー8カ所リブ入れ溶接,ステー,溶接,左,右サイドガード突っ張り8カ所リブ入れ,100,1
キャリーラック取替加工,,取替,,キャリーラック加工,40,1
煽りドア6枚コーナーブロックリベット打ち替え加工,ドア,加工,,煽り6枚コーナーブロックリベット打ち替え,80,1
脱着修正4本,,脱着,,修正4本,40,1
補強取付加工2本,,加工,,補強取付2本,40,1
キャッチ受け脱着曲がり直し4枚,キャッチ,脱着,,受け曲がり直し4枚,80,1
右コボレーンリベット打ち替え,,,右,コボレーンリベット打ち替え,20,1
燃料タンクキャップ固定加工,タンク,加工,,燃料キャップ固定,80,1
フレーム間メンバー亀裂リブ制作取付加工10ヶ所,メンバー,加工,,フレーム間亀裂リブ制作取付10ヶ所,80,1
右センタースロットル分解取替,,取替,右,センタースロットル分解,60,1
リヤ反射板左右取替加工,反射板,取替,左,リヤ右加工,100,1
スルーシャフトメクラキャップ修正,,修正,,スルーシャフトメクラキャップ,40,1
左前後セイコーラック取替加工,,取替,左,前後セイコーラック加工,60,1
UDPCマフラーカバー脱着,カバー,脱着,,UDPCマフラー,80,1
インナーステー脱着ボルト折れ込み取り換え修理,ステー,脱着,インナー,ボルト折れ込み取り換え修理,100,1
左サイドガードステー２本折損修正リブ溶接,ステー,溶接,左,サイドガード２本折損修正リブ,100,1
左右煽りドア開閉補助装置2個取り換え加工,ドア,加工,左,右煽り開閉補助装置2個取り換え,100,1
ウィング左前リーンホースメント取替加工,ホース,取替,左,ウィング前リーンメント加工,100,1
暴風版応急修理,,修理,,暴風版応急,40,1
型違い持ち込み反射板穴掘り取付加工,反射板,加工,,型違い持ち込み穴掘り取付,80,1
右アウトリガー脱着,,脱着,右,アウトリガー,60,1
ボルト取付,,取付,,ボルト,40,1
右サスベローズ交換,,交換,右,サスベローズ,60,1
右バックミラー脱着,ミラー,脱着,右,バック,100,1
アンダーミラーサイドステー脱着修正,ミラー,脱着,サイド,アンダーステー修正,100,1
燃料タンク交換一式,タンク,交換,,燃料一式,80,1
左右ライディングギヤASSY取替加工,,取替,左,右ライディングギヤASSY加工,60,1
観音扉蝶番ピン取替,,取替,,観音扉蝶番ピン,40,1
フロントリッド開閉修理,,修理,フロント,リッド開閉,60,1
キャブルーフ内張脱着,,脱着,内,キャブルーフ張,60,1
カメラハーネス張替加工,,加工,,カメラハーネス張替,40,1
カーテン脱着付替え加工,,脱着,,カーテン付替え加工,40,1
右ドアー,ドア,,右,ー,60,1
セカンドステップカバー,ステップ,,,セカンドカバー,40,1
スプラッシュガード,ガード,,,スプラッシュ,40,1
ウィング水切りゴム張替加工,ゴム,加工,,ウィング水切り張替,80,1
ドライバーシート脱着サスペンションブラケット交換,ブラケット,脱着,,ドライバーシートサスペンション交換,80,1
右三角リフレクター交換,,交換,右,三角リフレクター,60,1
ブラケット脱着曲がり直し,ブラケット,脱着,,曲がり直し,80,1
ボルト切断取替加工２本,,取替,,ボルト切断加工２本,40,1
キャブショックアブソーバ左右交換,,交換,左,キャブショックアブソーバ右,60,1
大型反射板取替加工,反射板,取替,,大型加工,80,1
テールパイプブラケット取替,ブラケット,取替,,テールパイプ,80,1
右ミラー脱着,ミラー,脱着,右,,100,1
サイドアーム交換,ドア,交換,サイド,アーム,100,1
