work_item,target,action,position,other,confidence,frequency
右ステンフェンダー脱着鈑金,フェンダー,脱着,右,ステン鈑金,100,1
右ファーストステップカバー折損応急接着貼付,ステップ,,右,ファーストカバー折損応急接着貼付,60,1
左バックミラーステー脱着応急修正,ミラー,脱着,左,バックステー応急修正,100,1
左ツイストロックスプリングステー肉盛り溶接,ステー,溶接,左,ツイストロックスプリング肉盛り,100,1
スプリング取付,,取付,,スプリング,40,1
左後ろサイドガードステー折損部修正取付リブ入れ溶接,ステー,溶接,左,後ろサイドガード折損部修正取付リブ入れ,100,1
躍場左前脱着曲がり直し,,脱着,左,躍場前曲がり直し,60,1
フロントエアダムバンパー組み上げ取替,バンパー,取替,上,フロントエアダム組みげ,100,1
左部品取替,,取替,左,部品,60,1
フォグランプ修正付替え,ランプ,修正,,フォグ付替え,80,1
ドライバーシート肘掛け取替,シート,取替,,ドライバー肘掛け,80,1
座席清掃,,,,,0,1
左煽りドア前スケット嚙み込み取外し取替加工,ドア,取替,左,煽り前スケット嚙み込み取外し加工,100,1
補強ステー脱着修正,ステー,脱着,,補強修正,80,1
鳥居前左右6カ所ロープフック取付溶接,,溶接,左,鳥居前右6カ所ロープフック取付,60,1
左サイドガード折損部切断修正取付溶接,ガード,溶接,左,サイド折損部切断修正取付,100,1
リヤバンパー取替嚙み込みボルト切断取替加工5本,バンパー,取替,,リヤ嚙み込みボルト切断取替加工5本,80,1
右エンジンカバー,カバー,,右,エンジン,60,1
マフラーパイプカバー脱着,カバー,脱着,,マフラーパイプ,80,1
サイドブレーキassy分解組み上げ取替,,取替,上,サイドブレーキassy分解組みげ,60,1
サイドブレーキASSY分解組み上げ取替,,取替,上,サイドブレーキASSY分解組みげ,60,1
ウィング前側左右2カ所蝶番ブラケット破損部修正取付加工溶接,ブラケット,溶接,左,ウィング前側右2カ所蝶番破損部修正取付加工,100,1
タイヤ灯ステンステー折損部補強取付ステン溶接,タイヤ,溶接,,灯ステンステー折損部補強取付ステン,80,1
左サイドガード切断曲がり直し,ガード,切断,左,サイド曲がり直し,100,1
パイプ3本切替溶接,パイプ,溶接,,3本切替,80,1
黒塗装,,塗装,,黒,40,1
燃料タンク脱着位置替え修正,タンク,脱着,,燃料位置替え修正,80,1
テールパイプ脱着折損部溶接,パイプ,脱着,,テール折損部溶接,80,1
クランプ脱着折損部溶接,ランプ,脱着,,ク折損部溶接,80,1
DPFマフラー遮熱ステー折損部修正取付溶接,ステー,溶接,,DPFマフラー遮熱折損部修正取付,80,1
耐熱塗装,,塗装,,耐熱,40,1
右前後スケット２個取替,,取替,右,前後スケット２個,60,1
左ドア内張り脱着,ドア,脱着,左,内張り,100,1
ストライカー取替ドア建付け調整,ドア,取替,,ストライカー建付け調整,80,1
燃料タンク位置替え修正,タンク,修正,,燃料位置替え,80,1
バンド1本製作取替,,取替,,バンド1本製作,40,1
ボルト取付（ボルト7セット込み）,,取付,,ボルト（ボルト7セット込み）,40,1
アームプレート取付穴掘りリベット止め加工（10ミリボルト3セット,,加工,,アームプレート取付穴掘りリベット止め（10ミリボルト3セット,40,1
6ミリリベット2本,,,,,0,1
カーゴナット4本込み）,,,,,0,1
ポール亀裂溶接,,溶接,,ポール亀裂,40,1
左スライドドアー上側ガイドステー脱着取付,ドア,脱着,左,スライドー上側ガイドステー取付,100,1
下側ガイドステー脱着,ステー,脱着,下,側ガイド,100,1
ストライカー脱着,,脱着,,ストライカー,40,1
ドアー折損部修正補強板製作取付加工,ドア,製作,,ー折損部修正補強板取付加工,80,1
左前フェンダー分解応急曲がり直し取付（8㎜ステンボルト4セット込み）,フェンダー,取付,左,前分解応急曲がり直し（8㎜ステンボルト4セット込み）,100,1
右前フェンダー分解応急曲がり直し取付（8㎜ステンボルト4セット込み）,フェンダー,取付,右,前分解応急曲がり直し（8㎜ステンボルト4セット込み）,100,1
NOXセンサー取り付け部ネジ山修正,センサー,取り付け,,NOX部ネジ山修正,80,1
左サイドガード折損部補強取付溶接,ガード,溶接,左,サイド折損部補強取付,100,1
タンクブラケットクッションゴム貼替接着,ブラケット,,,タンククッションゴム貼替接着,40,1
右サイドガード1番ステー折損溶接。塗装,ステー,溶接,右,サイドガード1番折損。塗装,100,1
左右フロントキャブサスベローズ2個取替,,取替,左,右フロントキャブサスベローズ2個,60,1
左バンパーフィニッシャー取替,バンパー,取替,左,フィニッシャー,100,1
ステップステー脱着修正,ステップ,脱着,,ステー修正,80,1
ポンプユニット,,,,,0,1
ボルト焼き付き,,,,,0,1
プラットホーム縞板全面取り外し,,取り外し,外,プラットホーム縞板全面取りし,60,1
焼き付きボルト取り外し,,取り外し,外,焼き付きボルト取りし,60,1
全面ネジ山修正,,修正,,全面ネジ山,40,1
ターボチャージャースタッドボルト折れ込み取外しネジ山修正,,修正,外,ターボチャージャースタッドボルト折れ込み取しネジ山,60,1
リヤエアタンクブラケット左右脱着亀裂溶接,ブラケット,脱着,左,リヤエアタンク右亀裂溶接,100,1
右ブラケット補強材製作取付溶接,ブラケット,溶接,右,補強材製作取付,100,1
センサーボルト折れ込み取外し,センサー,,外,ボルト折れ込み取し,60,1
インターロックスイッチステー脱着,ステー,脱着,,インターロックスイッチ,80,1
下駄製作穴掘り取付加工,,製作,下,駄穴掘り取付加工,60,1
荷台内架台修正ボルト止め,,修正,内,荷台架台ボルト止め,60,1
右三角リフレクターステー製作切替溶接,ステー,溶接,右,三角リフレクター製作切替,100,1
リフレクターブラケット,ブラケット,,,リフレクター,40,1
三角リフレクター取付,,取付,,三角リフレクター,40,1
丸形リフレクター貼付,,,,,0,1
溶接部切断付け替え溶接6ミリリベット2本穴掘り追加加工,,溶接,,部切断付け替え溶接6ミリリベット2本穴掘り追加加工,40,1
右ウィングロックプレート取替,ウィング,取替,右,ロックプレート,100,1
ボデー左右前ロープフック2個曲げ加工,,加工,左,ボデー右前ロープフック2個曲げ,60,1
ボデー滑車ブラケット左側上下2ヵ所コーナーカット仕上げ,ブラケット,仕上げ,左,ボデー滑車側上下2ヵ所コーナーカット,100,1
耐熱ガード切断脱着ステン溶接,ガード,脱着,,耐熱切断ステン溶接,80,1
パイプ折損部修正ステン溶接,パイプ,溶接,,折損部修正ステン,80,1
右サイドバンパー折損部修正補強材取付溶接,バンパー,溶接,右,サイド折損部修正補強材取付,100,1
右前ウィングキャッチ切断位置替え修正溶接,キャッチ,溶接,右,前ウィング切断位置替え修正,100,1
エキブレパイプ脱着腐食ボルト切断取替,パイプ,脱着,,エキブレ腐食ボルト切断取替,80,1
タイコマフラー前側折損部製作切替溶接,,溶接,前,タイコマフラー側折損部製作切替,60,1
ミラーアーム脱着,ミラー,脱着,,アーム,80,1
左工具箱脱着,,脱着,左,工具箱,60,1
腐食ボルト切断取替10本,,取替,,腐食ボルト切断10本,40,1
工具箱ステー左右切替加工溶接2本,ステー,溶接,左,工具箱右切替加工2本,100,1
左右反射板取替穴掘り6ミリリベット止め加工8本,反射板,取替,左,右穴掘り6ミリリベット止め加工8本,100,1
右コントロールロッド取替,,取替,右,コントロールロッド,60,1
跳ね上げゲート脱着,,脱着,上,跳ねげゲート,60,1
ポリオールヒンジ取替加工,ヒンジ,取替,,ポリオール加工,80,1
フロントバンパー左右ブレ止めステー2本製作取付加工,バンパー,製作,左,フロント右ブレ止めステー2本取付加工,100,1
10㎜ボルト取替2本,,取替,,10㎜ボルト2本,40,1
錆止め黒塗装,,塗装,,錆止め黒,40,1
左ミラーアーム脱着,ミラー,脱着,左,アーム,100,1
他ミラー付替え,ミラー,付替,,他え,80,1
燃料タンク中間ホース脱着,ホース,脱着,,燃料タンク中間,80,1
コック2個取替,,取替,,コック2個,40,1
左ミラーアーム応急曲がり直し,ミラー,直し,左,アーム応急曲がり,100,1
アンダーステー脱着,ステー,脱着,,アンダー,80,1
応急製作取付,,製作,,応急取付,40,1
燃料タンクバンド1本切断加工,タンク,切断,,燃料バンド1本加工,80,1
左ミラーアーム応急処置加工,ミラー,加工,左,アーム応急処置,100,1
フロントバンパーグリル応急取外し,バンパー,,外,フロントグリル応急取し,60,1
左右ドアー建付け調整,ドア,調整,左,右ー建付け,100,1
右コーナーパネル脱着調整,パネル,脱着,右,コーナー調整,100,1
フロントリッドグリル取替,グリル,取替,フロント,リッド,100,1
コネクター取り付け部分修理,,修理,,コネクター取り付け部分,40,1
左サイドガードASSY脱着ボルト切断取替,ガード,脱着,左,サイドASSYボルト切断取替,100,1
リヤ反射板位置替え取替加工,反射板,取替,,リヤ位置替え加工,80,1
反射板ブラケット脱着鈑金塗装,ブラケット,脱着,,反射板鈑金塗装,80,1
左工具箱,,,左,工具箱,20,1
ブラケット取外し,ブラケット,,外,取し,60,1
右キャブサスベローズ取替,,取替,右,キャブサスベローズ,60,1
左サイドガード脱着曲がり直し鈑金,ガード,脱着,左,サイド曲がり直し鈑金,100,1
左サイドガード前側折損部分修正パイプ切替溶接,パイプ,溶接,左,サイドガード前側折損部分修正切替,100,1
右サイドガード前ステー脱着折損溶接補強材制作取付溶接,ステー,脱着,右,サイドガード前折損溶接補強材制作取付溶接,100,1
左サイドガード前後ステーパイプ2本腐食部分切断切替溶接,ステー,溶接,左,サイドガード前後パイプ2本腐食部分切断切替,100,1
アウトリガーハンドル脱着,ハンドル,脱着,,アウトリガー,80,1
固定板切断取替溶接,,取替,,固定板切断溶接,40,1
ボルト取替調整,,取替,,ボルト調整,40,1
アクスルボルトスタッド取替,,取替,,アクスルボルトスタッド,40,1
ドライバードアー内張り脱着修正,ドア,脱着,内,ドライバーー張り修正,100,1
右スカッフプレート脱着ウェザーストリップ修正,,脱着,右,スカッフプレートウェザーストリップ修正,60,1
燃料サブタンク取外し,タンク,,外,燃料サブ取し,60,1
キャブ右エアサス取替,,取替,右,キャブエアサス,60,1
サスペンション点検,,,,,0,1
グリスUP,,,,,0,1
リヤゲートキャッチ左右脱着点検,キャッチ,脱着,左,リヤゲート右点検,100,1
りん木入れ亀裂カット溶接塗装2ヵ所,,溶接,,りん木入れ亀裂カット塗装2ヵ所,40,1
ボデー左右排水口鉄格子切断取外し,,切断,左,ボデー右排水口鉄格子取外し,60,1
左右シャックルブラケット亀裂カット溶接2ヵ所,ブラケット,溶接,左,右シャックル亀裂カット2ヵ所,100,1
右サイドガードステー脱着折損修正補強材取付溶接,ステー,脱着,右,サイドガード折損修正補強材取付溶接,100,1
右サイドガードステー3本曲がり直しサイドガード1本切替加工溶接,ステー,溶接,右,サイドガード3本曲がり直しサイドガード1本切替加工,100,1
サイドガード折損取付溶接,ガード,溶接,サイド,折損取付,100,1
左サイドガード亀裂修正溶接,ガード,溶接,左,サイド亀裂修正,100,1
燃料タンク渡りホース取替バンド2個取替,ホース,取替,,燃料タンク渡りバンド2個取替,80,1
左観音扉ASSY取替,,取替,左,観音扉ASSY,60,1
ベニヤ板入れ脱着付替え加工,,脱着,,ベニヤ板入れ付替え加工,40,1
フェリーフック4個取付加工,,加工,,フェリーフック4個取付,40,1
左右観音扉ストッパー2個リベット止め加工,,加工,左,右観音扉ストッパー2個リベット止め,60,1
リヤバンパー加工取替,バンパー,取替,,リヤ加工,80,1
踊場バッテリー上蓋ストッパー取付加工,,加工,上,踊場バッテリー蓋ストッパー取付,60,1
リヤバンパー折損修正補強材製作取付加工,バンパー,製作,,リヤ折損修正補強材取付加工,80,1
左右パイプサイドガード6本製作取付加工,パイプ,製作,左,右サイドガード6本取付加工,100,1
左右サイドガードステー6本曲がり直し鈑金,ステー,直し,左,右サイドガード6本曲がり鈑金,100,1
折損ステー取付溶接,ステー,溶接,,折損取付,80,1
突っ張り棒脱着曲がり直し鈑金,,脱着,,突っ張り棒曲がり直し鈑金,40,1
右ウィング後ろウェザーストリップゴム清掃貼替加工,ゴム,加工,右,ウィング後ろウェザーストリップ清掃貼替,100,1
ウィング右中板２枚脱着,ウィング,脱着,右,中板２枚,100,1
ルームランプ脱着,ランプ,脱着,,ルーム,80,1
アルミレール脱着リベット打ち替え,レール,脱着,,アルミリベット打ち替え,80,1
サイドバンパー溶接,バンパー,溶接,サイド,,100,1
サイドミラー脱着付替え,ミラー,脱着,サイド,付替え,100,1
ミラーステー取替,ミラー,取替,,ステー,80,1
幌骨パイプ入れ折損パイプ取外し加工,パイプ,加工,外,幌骨入れ折損パイプ取し,100,1
右前ウィング防風ボード6ミリ穴掘りリベット打ち替え加工7本,ウィング,加工,右,前防風ボード6ミリ穴掘りリベット打ち替え7本,100,1
燃料抜き出し,,,,,0,1
ドアバイザー,ドア,,,バイザー,40,1
他部品組替一式,,組替,,他部品一式,40,1
アンダーミラー脱着付替え,ミラー,脱着,,アンダー付替え,80,1
ウィングセンタービーム穴掘り加工26カ所,ウィング,加工,センター,ビーム穴掘り26カ所,100,1
右サイドガード固定溶接塗装1ヶ所,ガード,溶接,右,サイド固定塗装1ヶ所,100,1
前左右反射板ステー曲がり直し,ステー,直し,左,前右反射板曲がり,100,1
白色反射板貼付,反射板,,,白色貼付,40,1
右サイドガード前３ヶ所亀裂溶接,ガード,溶接,右,サイド前３ヶ所亀裂,100,1
フォグランプカバー付替え,ランプ,付替,,フォグカバーえ,80,1
左前フェンダー脱着,フェンダー,脱着,左,前,100,1
スーパースケット脱着,,脱着,,スーパースケット,40,1
配線組替,,組替,,配線,40,1
煽りドアASSY取替,ドア,取替,,煽りASSY,80,1
ウォーターパイプ溶接,パイプ,溶接,,ウォーター,80,1
踊場右縞鋼板脱着曲がり直し,鋼板,脱着,右,踊場縞曲がり直し,100,1
左右サイドガードステー折損修正溶接2ヵ所,ステー,溶接,左,右サイドガード折損修正2ヵ所,100,1
リベット打ち替え8本（リベット込み）,,,,,0,1
ダンプ自重計取替,,取替,,ダンプ自重計,40,1
ラテラルロッド取替,,取替,,ラテラルロッド,40,1
右前スケットスプリング取付,,取付,右,前スケットスプリング,60,1
フロントグリルメッキカバー貼付,カバー,,フロント,グリルメッキ貼付,60,1
フロントバンパー全面持込取替,バンパー,取替,フロント,全面持込,100,1
フォグランプ取替,ランプ,取替,,フォグ,80,1
フロントバンパーASSY取替,バンパー,取替,フロント,ASSY,100,1
ウィングキャッチ3ケ取替,キャッチ,取替,,ウィング3ケ,80,1
左右踊場脱着,,脱着,左,右踊場,60,1
脱着式補強リブ制作取付2ヵ所,,脱着,,式補強リブ制作取付2ヵ所,40,1
左ウィングキャッチ1ケ,キャッチ,,左,ウィング1ケ,60,1
左煽りキャッチ1ケ取替,キャッチ,取替,左,煽り1ケ,100,1
パイプ折損部修正溶接,パイプ,溶接,,折損部修正,80,1
断熱カバー切断脱着溶接,カバー,脱着,,断熱切断溶接,80,1
リベット打ち替え（リベット込み）,,,,,0,1
右ウィング後油圧シリンダー脱着,ウィング,脱着,右,後油圧シリンダー,100,1
下側ピン取替加工,,取替,下,側ピン加工,60,1
床板センターレール切断脱着曲がり直し溶接,レール,脱着,センター,床板切断曲がり直し溶接,100,1
左フレーム前ストッパー2枚取替加工溶接,,取替,左,フレーム前ストッパー2枚加工溶接,60,1
左右エアーコネクター脱着,,脱着,左,右エアーコネクター,60,1
ジョイントパイプ腐食切断取替加工2個,パイプ,取替,,ジョイント腐食切断加工2個,80,1
溶接部分切断仕上,,溶接,上,部分切断仕,60,1
穴掘り脱着式ボルト止め加工,,脱着,,穴掘り式ボルト止め加工,40,1
左右スケットスプリング調整4個,,調整,左,右スケットスプリング4個,60,1
座面脱着,,脱着,,座面,40,1
サスペンション取替,,取替,,サスペンション,40,1
左右ベローズ取替,,取替,左,右ベローズ,60,1
ツイストロックストッパー製作取付,,製作,,ツイストロックストッパー取付,40,1
架台蝶番曲がり直し折損部修正溶接,,溶接,,架台蝶番曲がり直し折損部修正,40,1
左サイドパネルメッキカバー脱着清掃両面テープ貼替加工,パネル,脱着,左,サイドメッキカバー清掃両面テープ貼替加工,100,1
荷台リヤゲートガイドブラケット曲がり直し折損部修正溶接,ブラケット,溶接,,荷台リヤゲートガイド曲がり直し折損部修正,80,1
左ウィング前コーナーキャスティング取替,ウィング,取替,左,前コーナーキャスティング,100,1
右前車高灯取替,,取替,右,前車高灯,60,1
左後ろ泥除けガード折損部修正ステン溶接,ガード,溶接,左,後ろ泥除け折損部修正ステン,100,1
ステンボルトASSY取付5本,,取付,,ステンボルトASSY5本,40,1
マフラー遮熱版,,,,,0,1
折れ込みナット取替加工溶接,,取替,,折れ込みナット加工溶接,40,1
リヤゲート開閉フック点検,,,,,0,1
左サイドガードステーパイプ腐食切断切替加工溶接2ヵ所,ステー,溶接,左,サイドガードパイプ腐食切断切替加工2ヵ所,100,1
ステン押え脱着鈑金切断作り替え加工ステン溶接2枚,,脱着,,ステン押え鈑金切断作り替え加工ステン溶接2枚,40,1
左観音扉コンパネ入れ修正リベット打ち替え加工,,加工,左,観音扉コンパネ入れ修正リベット打ち替え,60,1
左右後ろ煽りドアスケット取替2個,ドア,取替,左,右後ろ煽りスケット2個,100,1
ボルト折れ込み取外し取替加工4本,,取替,外,ボルト折れ込み取し加工4本,60,1
アーム分解組替一式,,組替,,アーム分解一式,40,1
左右観音扉コンパネ入れ上側ステー4個脱着接着貼付,ステー,脱着,左,右観音扉コンパネ入れ上側4個接着貼付,100,1
アウトリガーハンドル製作取付溶接,ハンドル,溶接,,アウトリガー製作取付,80,1
ステンブラケット切断鈑金ステン溶接,ブラケット,溶接,,ステン切断鈑金ステン,80,1
左ツイストロック切断取替,,取替,左,ツイストロック切断,60,1
左前ウィングステンキャッチ受け脱着曲がり直し,キャッチ,脱着,左,前ウィングステン受け曲がり直し,100,1
コーナーガードリベット止め取付加工,ガード,加工,,コーナーリベット止め取付,80,1
床面左アングル枠ボルト止め加工,,加工,左,床面アングル枠ボルト止め,60,1
鳥居前アングル取付加工,,加工,前,鳥居アングル取付,60,1
左サイドガード折損部2ヵ所取付溶接,ガード,溶接,左,サイド折損部2ヵ所取付,100,1
床枠アングル破損部切断切替加工溶接,,溶接,,床枠アングル破損部切断切替加工,40,1
タップ止め加工,,加工,,タップ止め,40,1
左前ステンフェンダー,フェンダー,,左,前ステン,60,1
泥除けゴム,ゴム,,,泥除け,40,1
抑え取替,,取替,,抑え,40,1
右サイドガードコーナー曲げパイプ１本製作取付加工溶接,パイプ,溶接,右,サイドガードコーナー曲げ１本製作取付加工,100,1
左サイドガード亀裂溶接5カ所,ガード,溶接,左,サイド亀裂5カ所,100,1
左サイドガードステー折損部修正取付溶接,ステー,溶接,左,サイドガード折損部修正取付,100,1
右サイドガード15Aパイプ切替溶接,パイプ,溶接,右,サイドガード15A切替,100,1
左右２カ所煽りドア折損部修正表裏補強材製作取付加工,ドア,製作,左,右２カ所煽り折損部修正表裏補強材取付加工,100,1
右煽りドア前後２カ所開閉補助装置調整,ドア,調整,右,煽り前後２カ所開閉補助装置,100,1
スプリングシート4箇所亀裂カット溶接,シート,溶接,,スプリング4箇所亀裂カット,80,1
左右煽りドア後ろ開閉補助装置取替,ドア,取替,左,右煽り後ろ開閉補助装置,100,1
アーム脱着付替え,,脱着,,アーム付替え,40,1
ブリッジ左右ショックアブソーバー取替,,取替,左,ブリッジ右ショックアブソーバー,60,1
フロント左2番ショックアブソーバー切断取替,,取替,左,フロント2番ショックアブソーバー切断,60,1
左サイドガード下コーナーパイプ製作切替加工溶接,パイプ,溶接,左,サイドガード下コーナー製作切替加工,100,1
ボデー左右キャスターストッパー6ミリフラットバーボルト穴切断取付加工溶接,,溶接,左,ボデー右キャスターストッパー6ミリフラットバーボルト穴切断取付加工,60,1
踊り場バッテリー上側クッション張替加工,,加工,上,踊り場バッテリー側クッション張替,60,1
リヤバンパー曲がり修正折損溶接,バンパー,溶接,,リヤ曲がり修正折損,80,1
タイコマフラー前折損部修正取付溶接,,溶接,前,タイコマフラー折損部修正取付,60,1
大型反射板2枚取替リベット穴掘り加工8カ所,反射板,取替,,大型2枚リベット穴掘り加工8カ所,80,1
バッテリー上側踊場蝶番2個取替,,取替,上,バッテリー側踊場蝶番2個,60,1
左右煽りドア内板鋼板曲がり直しリベット穴掘り打ち替え加工,ドア,加工,左,右煽り内板鋼板曲がり直しリベット穴掘り打ち替え,100,1
左ミラー増し締め点検,ミラー,,左,増し締め点検,60,1
左右ウィング蝶番グリスアップ,ウィング,,左,右蝶番グリスアップ,60,1
カプラーボルト点検,,,,,0,1
3本取替,,取替,,3本,40,1
左右観音扉コンパネ入れブラケット取り外し,ブラケット,取り外し,左,右観音扉コンパネ入れ,100,1
リベット打ち替え６０本,,,,,0,1
左工具箱取替加工,,取替,左,工具箱加工,60,1
工具箱ステー曲がり直し,ステー,直し,,工具箱曲がり,80,1
躍場左縞鋼板曲がり直し,鋼板,直し,左,躍場縞曲がり,100,1
ケーブルクランプ2個取替,ランプ,取替,,ケーブルク2個,80,1
左右後ろ2箇所フェリーフック取付加工,,加工,左,右後ろ2箇所フェリーフック取付,60,1
左右前2箇所フェリーフックブラケット製作取付加工,ブラケット,製作,左,右前2箇所フェリーフック取付加工,100,1
ボデー左右キャスターストッパー取付加工溶接,,溶接,左,ボデー右キャスターストッパー取付加工,60,1
フック当たり部分切断,,切断,,フック当たり部分,40,1
リヤ床枠引出し修正,,修正,,リヤ床枠引出し,40,1
観音扉開閉修理,,修理,,観音扉開閉,40,1
エアサスレベリングバルブ脱着付替え,,脱着,,エアサスレベリングバルブ付替え,40,1
メンバー錆落とし塗装,メンバー,塗装,,錆落とし,80,1
レベリングバルブブラケット製作取付加工,ブラケット,製作,,レベリングバルブ取付加工,80,1
左サイドガード2本,ガード,,左,サイド2本,60,1
ステー4本取替加工,ステー,取替,,4本加工,80,1
ナンバーボルト折れ込み取外し,,,外,ナンバーボルト折れ込み取し,20,1
ブッシュボルト切断取替,,取替,,ブッシュボルト切断,40,1
左右キャスターストッパー切断仕上げ錆止め塗装,,切断,左,右キャスターストッパー仕上げ錆止め塗装,60,1
左右後ろ泥除けゴム脱着,ゴム,脱着,左,右後ろ泥除け,100,1
切断加工,,切断,,加工,40,1
左後ろコンテナロック取替加工,,取替,左,後ろコンテナロック加工,60,1
右前煽りドア開閉補助装置持ち込み品取替加工,ドア,取替,右,前煽り開閉補助装置持ち込み品加工,100,1
アーム分解切断付替えステン溶接,,溶接,,アーム分解切断付替えステン,40,1
冷却水パイプ穴埋め溶接,パイプ,溶接,,冷却水穴埋め,80,1
左サイドガードステー2本折損部修正取付ステン溶接,ステー,溶接,左,サイドガード2本折損部修正取付ステン,100,1
スポイラー取外し,,,外,スポイラー取し,20,1
シートデッキ亀裂点検溶接,シート,溶接,,デッキ亀裂点検,80,1
ハブボルト折れ込み取外し加工,,加工,外,ハブボルト折れ込み取し,60,1
反射板4枚穴掘り取替加工,反射板,取替,,4枚穴掘り加工,80,1
6ミリボルト8本取替,,取替,,6ミリボルト8本,40,1
2番燃料タンク脱着,タンク,脱着,,2番燃料,80,1
延長ブラケット亀裂カット溶接,ブラケット,溶接,,延長亀裂カット,80,1
左右煽りドア折損部２カ所修正,ドア,修正,左,右煽り折損部２カ所,100,1
補強曲げ材製作穴掘り取付リベット止め加工,,製作,,補強曲げ材穴掘り取付リベット止め加工,40,1
補強ステン溶接,,溶接,,補強ステン,40,1
シャフトボルト折れ込み取外し加工,,加工,外,シャフトボルト折れ込み取し,60,1
左右回転灯取外し,,,左,右回転灯取外し,20,1
ナンバープレートボルト折れ込み取外し加工,,加工,外,ナンバープレートボルト折れ込み取し,60,1
駐車ブレーキ脱着分解ハンドル,ハンドル,脱着,,駐車ブレーキ分解,80,1
ギヤボックス固着修理,,修理,,ギヤボックス固着,40,1
ワイヤー取替,,取替,,ワイヤー,40,1
ドアー脱着,ドア,脱着,,ー,80,1
ストッパー取替,,取替,,ストッパー,40,1
ピーラー修正,,修正,,ピーラー,40,1
泥除けステン抑え折損部曲がり直しステン溶接,,溶接,,泥除けステン抑え折損部曲がり直しステン,40,1
観音扉右側コンパネラックブラケット取付,ブラケット,取付,右,観音扉側コンパネラック,100,1
左側取付位置修正,,取付,左,側位置修正,60,1
フロントバンパー全面取替,バンパー,取替,フロント,全面,100,1
左側フロント泥除けゴム取替加工,ゴム,取替,左,側フロント泥除け加工,100,1
ボデー左右スタンションホール修正取付溶接10ヶ所,,溶接,左,ボデー右スタンションホール修正取付10ヶ所,60,1
右前サイドガードステー折損溶接,ステー,溶接,右,前サイドガード折損,100,1
左ジャバラパイプ錆落とし穴埋め溶接,パイプ,溶接,左,ジャバラ錆落とし穴埋め,100,1
ブレーキハンドル,ハンドル,,,ブレーキ,40,1
ギヤボックス点検,,,,,0,1
嚙み込みレール切断,レール,切断,,嚙み込み,80,1
左サイドガード折損パイプ切替加工溶接2本,パイプ,溶接,左,サイドガード折損切替加工2本,100,1
左右ステー修正取替,ステー,取替,左,右修正,100,1
UDPGボルト折れ込み取外し加工10本,,加工,外,UDPGボルト折れ込み取し10本,60,1
カバーボルト折れ込み取外し加工2本,カバー,加工,外,ボルト折れ込み取し2本,100,1
スプリングシートブラケット4箇所亀裂溶接,ブラケット,溶接,,スプリングシート4箇所亀裂,80,1
特殊工具製作,,製作,,特殊工具,40,1
右サイドガード亀裂2カ所溶接,ガード,溶接,右,サイド亀裂2カ所,100,1
左右サイドガード折損修正取付溶接,ガード,溶接,左,右サイド折損修正取付,100,1
左後ろスケット脱着分解,,脱着,左,後ろスケット分解,60,1
別車取外し部品組替取替,,取替,外,別車取し部品組替,60,1
右ミラーステーASSY脱着,ミラー,脱着,右,ステーASSY,100,1
右ドアー建付け調整及び曲がり直し,ドア,調整,右,ー建付け及び曲がり直し,100,1
左キャスターストッパー曲がり切断切替加工溶接,,溶接,左,キャスターストッパー曲がり切断切替加工,60,1
インナーバンパー取替一式,バンパー,取替,インナー,一式,100,1
左右床フック切断取外し12カ所,,切断,左,右床フック取外し12カ所,60,1
右泥溶け脱着,,脱着,右,泥溶け,60,1
ステンブレ止め溶接,,溶接,,ステンブレ止め,40,1
左右リフレクター切断取替,,取替,左,右リフレクター切断,60,1
ナンバーブラケット折損部修正取付溶接,ブラケット,溶接,,ナンバー折損部修正取付,80,1
フロントリッド嚙み込み取り外し,,取り外し,外,フロントリッド嚙み込み取りし,60,1
ワイヤー点検(不良),,,,,0,1
床面C1タップ止め24本,,,,,0,1
ガラスラン取替一式,ガラス,取替,,ラン一式,80,1
泥除けゴム取り外し,ゴム,取り外し,外,泥除け取りし,100,1
シャーシー,,,,,0,1
ホイール塗装,ホイール,塗装,,,80,1
右前セイコーラック取替ブラケット曲がり直し,ブラケット,取替,右,前セイコーラック曲がり直し,100,1
出張点検,,,,,0,1
ダンプ床面亀裂ステン溶接5カ所,,溶接,,ダンプ床面亀裂ステン5カ所,40,1
パチ当てステン溶接1ヶ所,,溶接,,パチ当てステン1ヶ所,40,1
リヤナンバーブラケット脱着,ブラケット,脱着,,リヤナンバー,80,1
ボルト折れ込み取外し加工3本,,加工,外,ボルト折れ込み取し3本,60,1
溶接ナット切断取替溶接1個,,取替,,溶接ナット切断溶接1個,40,1
リヤステップ応急曲がり直し,ステップ,直し,,リヤ応急曲がり,80,1
踊場異音点検,,,,,0,1
キャッチ2個取替,キャッチ,取替,,2個,80,1
工具箱キャッチ応急処置,キャッチ,,,工具箱応急処置,40,1
ボルト折れ込み応急修理,,修理,,ボルト折れ込み応急,40,1
レール取り外し,レール,取り外し,外,取りし,100,1
作動油タンク塗装,タンク,塗装,,作動油,80,1
研磨作業,,研磨,,作業,40,1
左右煽りドアスケット調整4個,ドア,調整,左,右煽りスケット4個,100,1
物入れ取付ボルト折れ込み取外し取替加工3本,,取替,外,物入れ取付ボルト折れ込み取し加工3本,60,1
リヤメンバーステンカバー貼り付け加工,カバー,加工,,リヤメンバーステン貼り付け,80,1
右前ウィングシート脱着,シート,脱着,右,前ウィング,100,1
キャッチ受け曲がり直し,キャッチ,直し,,受け曲がり,80,1
