work_item,target,action,position,other,confidence,frequency
左ステップブラケット脱着応急曲がり直し,ステップ,脱着,左,ブラケット応急曲がり直し,100,1
ステップ持込取替,ステップ,取替,,持込,80,1
キャブサスベローズ交換1個,,交換,,キャブサスベローズ1個,40,1
キャブリヤショックアブソーバー取替２本,,取替,,キャブリヤショックアブソーバー２本,40,1
バックランプ2個交換,ランプ,交換,,バック2個,80,1
配線点検,,,,,0,1
シートサスペンション座面脱着点検,シート,脱着,,サスペンション座面点検,80,1
タイコマフラーステー折損部修正溶接,ステー,溶接,,タイコマフラー折損部修正,80,1
右ファーストステップカバー交換,ステップ,交換,右,ファーストカバー,100,1
フロントエアークッション左右取替,,取替,左,フロントエアークッション右,60,1
4×40アングル1本（UD在庫品）,,,,,0,1
荷台ストッパー差込ブラケット製作取付,ブラケット,製作,,荷台ストッパー差込取付,80,1
左右サイドガードステー２本脱着曲がり直し鈑金,ステー,脱着,左,右サイドガード２本曲がり直し鈑金,100,1
溶接ステー切断鈑金付替え加工,ステー,溶接,,切断鈑金付替え加工,80,1
リヤステップバンパー応急引出し修正,バンパー,修正,,リヤステップ応急引出し,80,1
UDマーク交換,,交換,,UDマーク,40,1
ヒンジ取り付け部修正,ヒンジ,取り付け,,部修正,80,1
6㎜フラットバー(UD支給品）,,,,,0,1
フラットバー9×50,,,,,0,1
4本,,,,,0,1
（UD支給）,,,,,0,1
左サイドガードコーナーバンパー3本製作切替加工溶接,バンパー,溶接,左,サイドガードコーナー3本製作切替加工,100,1
サイドガード1本切替加工溶接,ガード,溶接,サイド,1本切替加工,100,1
突っ張り棒1本切替加工溶接,,溶接,,突っ張り棒1本切替加工,40,1
ステー3本曲がり直し,ステー,直し,,3本曲がり,80,1
左スケット２個調整下駄製作取り付け加工,,調整,左,スケット２個下駄製作取り付け加工,60,1
アームハンドル折損溶接2カ所,ハンドル,溶接,,アーム折損2カ所,80,1
2月20日ドライバーシート肘掛け交換,シート,交換,,2月20日ドライバー肘掛け,80,1
オートグリス集合ブラケット部分パイプ破損切断切替加工3本,ブラケット,切断,,オートグリス集合部分パイプ破損切替加工3本,80,1
左右ダンプキャッチローラーブラケットグリス清掃作業6カ所,ブラケット,,左,右ダンプキャッチローラーグリス清掃作業6カ所,60,1
コネクター取り外し取り付け部分鈑金,,取り付け,外,コネクター取りし部分鈑金,60,1
左ドアーパネルASSY交換,ドア,交換,左,ーパネルASSY,100,1
アウターカバー,カバー,,アウター,,60,1
ランプ脱着ゴム交換,ランプ,脱着,,ゴム交換,80,1
右ドアーヒンジ上下取替,ドア,取替,右,ーヒンジ上下,100,1
ドアヒンジ２個,ドア,,,ヒンジ２個,40,1
アクセルワイヤー交換,,交換,,アクセルワイヤー,40,1
ドアーヒンジ交換,ドア,交換,,ーヒンジ,80,1
右サイドガードリベット1本打ち替え,ガード,,右,サイドリベット1本打ち替え,60,1
左リヤスプリングハンガー亀裂溶接,,溶接,左,リヤスプリングハンガー亀裂,60,1
ドアフラッシャー,ドア,,,フラッシャー,40,1
バイザー交換,,交換,,バイザー,40,1
鳥居左右アルミガード版破損部分鈑金アルミ板貼付加工,ガード,加工,左,鳥居右アルミ版破損部分鈑金アルミ板貼付,100,1
左右サイドガード折損溶接,ガード,溶接,左,右サイド折損,100,1
左リヤバンパーステイ腐食部分補強取付加工,バンパー,加工,左,リヤステイ腐食部分補強取付,100,1
右ドアー脱着捻じれ修理,ドア,脱着,右,ー捻じれ修理,100,1
ヒンジ取替取り付け部分修正,ヒンジ,取替,,取り付け部分修正,80,1
右前ピラー引出し鈑金,,引出し,右,前ピラー鈑金,60,1
パワーウィンドウスイッチ交換,,交換,,パワーウィンドウスイッチ,40,1
ショートパーツ（アルミ板,,,,,0,1
両面テープ,,,,,0,1
4ミリドリル,,,,,0,1
4ミリリベット）,,,,,0,1
4.5㎜3面曲げ材,,,,,0,1
車両下側部品用移動台車製作,,製作,下,車両側部品用移動台車,60,1
リヤ左右コンテナロック分解ロックヘッド曲がり直し,,直し,左,リヤ右コンテナロック分解ロックヘッド曲がり,60,1
スプリング取替加工,,取替,,スプリング加工,40,1
バッテリーカバーポップアップナット取替加工2カ所,カバー,取替,,バッテリーポップアップナット加工2カ所,80,1
三角リフレクター取替,,取替,,三角リフレクター,40,1
右サイドガードライトゲージコーナー製作取付溶接,ライト,溶接,右,サイドガードゲージコーナー製作取付,100,1
中央15Aパイプ切替溶接,パイプ,溶接,中央,15A切替,100,1
エアタンクステー取り付け部L曲げ鋼材製作取付溶接,ステー,溶接,,エアタンク取り付け部L曲げ鋼材製作取付,80,1
メンバー亀裂4ヶ所カット溶接,メンバー,溶接,,亀裂4ヶ所カット,80,1
鳥居庫内側縞板修理,,修理,内,鳥居庫側縞板,60,1
左ミラーステー取付ボルト折れ込み修理,ミラー,修理,左,ステー取付ボルト折れ込み,100,1
取り付け面修正,,取り付け,,面修正,40,1
塗料16ℓ,,,,,0,1
ジョルダー折損修正溶接,,溶接,,ジョルダー折損修正,40,1
アピトン床板,,,,,0,1
アルミバンパーASSY交換,バンパー,交換,,アルミASSY,80,1
ステイ脱着修正,,脱着,,ステイ修正,40,1
サイドガードステー3本取替加工,ステー,取替,サイド,ガード3本加工,100,1
キャブブリッジ右クッション脱着,,脱着,右,キャブブリッジクッション,60,1
ブリッジ亀裂溶接,,溶接,,ブリッジ亀裂,40,1
左右バックランプ交換2ヶ,ランプ,交換,左,右バック2ヶ,100,1
メイン燃料タンク社外品取替加工,タンク,取替,外,メイン燃料社品加工,100,1
ブラケット2本穴掘り加工,ブラケット,加工,,2本穴掘り,80,1
パ￥キングブレーキワイヤー取替,,取替,,パ￥キングブレーキワイヤー,40,1
エンジンアンダーカバー2枚取付,カバー,取付,,エンジンアンダー2枚,80,1
キャブショック交換,,交換,,キャブショック,40,1
チャージパイプ交換,パイプ,交換,,チャージ,80,1
左3番中柱脱着曲がり直し鈑金,,脱着,左,3番中柱曲がり直し鈑金,60,1
車幅灯ASSY交換,,交換,,車幅灯ASSY,40,1
右コーナーパネル脱着応急修理,パネル,脱着,右,コーナー応急修理,100,1
右ドアー建付け修理,ドア,修理,右,ー建付け,100,1
左踊り場縞鋼板脱着,鋼板,脱着,左,踊り場縞,100,1
サイドガード一部脱着,ガード,脱着,サイド,一部,100,1
リヤバンパー交換,バンパー,交換,,リヤ,80,1
ドライバーシート座面脱着固定クリップ取替,シート,脱着,,ドライバー座面固定クリップ取替,80,1
6㎜コの字曲げ鋼材,,,,,0,1
キャブショック左右2カ所交換,,交換,左,キャブショック右2カ所,60,1
タイコマフラー前側亀裂溶接,,溶接,前,タイコマフラー側亀裂,60,1
ブレーキスイッチリレー交換,,交換,,ブレーキスイッチリレー,40,1
ハザードランプレンズ2個交換,ランプ,交換,,ハザードレンズ2個,80,1
ブレーキリレースイッチ取替,,取替,,ブレーキリレースイッチ,40,1
中間パイプ穴埋め溶接2カ所,パイプ,溶接,,中間穴埋め2カ所,80,1
左右サイドガードコーナーパイプ2本製作切り替え加工,パイプ,製作,左,右サイドガードコーナー2本切り替え加工,100,1
サイドガード1本切替,ガード,切替,サイド,1本,100,1
メンバー左右亀裂溶接,メンバー,溶接,左,右亀裂,100,1
ボルト折れ込み修理4本,,修理,,ボルト折れ込み4本,40,1
左右カプラー滑り台2本脱着鈑金修理,,脱着,左,右カプラー滑り台2本鈑金修理,60,1
フロントツイストロックレバー脱着曲がり直し,,脱着,フロント,ツイストロックレバー曲がり直し,60,1
左サイドガード突っ張り棒２本取替溶接,ガード,取替,左,サイド突っ張り棒２本溶接,100,1
ステイ2本補修溶接,,溶接,,ステイ2本補修,40,1
左煽りキャッチ受けボルト留め加工,キャッチ,加工,左,煽り受けボルト留め,100,1
右ドアーヒンジ２個,ドア,,右,ーヒンジ２個,60,1
ピラーヒンジ取り付け部分鈑金,ヒンジ,取り付け,,ピラー部分鈑金,80,1
フロントキャブショックアブソーバー1本取替,,取替,フロント,キャブショックアブソーバー1本,60,1
左観音扉修正,,修正,左,観音扉,60,1
蝶番応急曲がり直し,,直し,,蝶番応急曲がり,40,1
鳥居書類箱脱着付替え加工,,脱着,,鳥居書類箱付替え加工,40,1
スチール鋼板張替加工,鋼板,加工,,スチール張替,80,1
左サードステップ,ステップ,,左,サード,60,1
ステップカバー,ステップ,,,カバー,40,1
運転席側シートクッション取替,シート,取替,,運転席側クッション,80,1
木枠梱包廃棄作業,,,,,0,1
左ツイストロックハンドル曲がり直し,ハンドル,直し,左,ツイストロック曲がり,100,1
踊り場縞鋼板脱着,鋼板,脱着,,踊り場縞,80,1
枠骨ステイ穴掘り12㎜ボルト止め加工2本,,加工,,枠骨ステイ穴掘り12㎜ボルト止め2本,40,1
穴掘り10㎜ボルト止め加工1本,,加工,,穴掘り10㎜ボルト止め1本,40,1
左ウィング後ろリーンホースメント取替加工,ホース,取替,左,ウィング後ろリーンメント加工,100,1
サイドバンパー取付部2カ所穴掘り加工12ボルト取付（部品代金込み）,バンパー,加工,サイド,取付部2カ所穴掘り12ボルト取付（部品代金込み）,100,1
アンダーステイ交換,,交換,,アンダーステイ,40,1
左ステップカバー脱着,ステップ,脱着,左,カバー,100,1
インナーバンパー右ステイ脱着曲がり直し,バンパー,脱着,右,インナーステイ曲がり直し,100,1
工具箱下側蓋キャッチ取り換え,キャッチ,,下,工具箱側蓋取り換え,60,1
左右バンパーステイ脱着曲がり直し,バンパー,脱着,左,右ステイ曲がり直し,100,1
左右ステップステイ修正,ステップ,修正,左,右ステイ,100,1
テールレンズ交換,,交換,,テールレンズ,40,1
バイザー張替,,張替,,バイザー,40,1
反射板穴掘り取替加工,反射板,取替,,穴掘り加工,80,1
左後ろウィングウェザーストリップゴム清掃貼り付け加工,ゴム,加工,左,後ろウィングウェザーストリップ清掃貼り付け,100,1
左サイドバンパー4番ステイ腐食補強取り付け溶接,バンパー,溶接,左,サイド4番ステイ腐食補強取り付け,100,1
右リンギ入れ亀裂2カ所カット溶接,,溶接,右,リンギ入れ亀裂2カ所カット,60,1
左右煽りドア補助装置点検,ドア,,左,右煽り補助装置点検,60,1
左ウィング後ろウェザーストリップゴム交換,ゴム,交換,左,ウィング後ろウェザーストリップ,100,1
右泥除けゴムステイ折損修正溶接,ゴム,溶接,右,泥除けステイ折損修正,100,1
左サイドガードステイ曲がり修正,ガード,修正,左,サイドステイ曲がり,100,1
左サイドガード2本曲がり修正,ガード,修正,左,サイド2本曲がり,100,1
ジョルダーローラー2個脱着点検,,脱着,,ジョルダーローラー2個点検,40,1
