work_item,target,action,position,other,confidence,frequency
下側ピン取替加工,,取替,下,側ピン加工,60,1
床板センターレール切断脱着曲がり直し溶接,レール,脱着,センター,床板切断曲がり直し溶接,100,1
左フレーム前ストッパー2枚取替加工溶接,,取替,左,フレーム前ストッパー2枚加工溶接,60,1
左右エアーコネクター脱着,,脱着,左,右エアーコネクター,60,1
ジョイントパイプ腐食切断取替加工2個,パイプ,取替,,ジョイント腐食切断加工2個,80,1
溶接部分切断仕上,,溶接,上,部分切断仕,60,1
穴掘り脱着式ボルト止め加工,,脱着,,穴掘り式ボルト止め加工,40,1
左右スケットスプリング調整4個,,調整,左,右スケットスプリング4個,60,1
座面脱着,,脱着,,座面,40,1
サスペンション取替,,取替,,サスペンション,40,1
左右ベローズ取替,,取替,左,右ベローズ,60,1
ツイストロックストッパー製作取付,,製作,,ツイストロックストッパー取付,40,1
架台蝶番曲がり直し折損部修正溶接,,溶接,,架台蝶番曲がり直し折損部修正,40,1
左サイドパネルメッキカバー脱着清掃両面テープ貼替加工,パネル,脱着,左,サイドメッキカバー清掃両面テープ貼替加工,100,1
荷台リヤゲートガイドブラケット曲がり直し折損部修正溶接,ブラケット,溶接,,荷台リヤゲートガイド曲がり直し折損部修正,80,1
左ウィング前コーナーキャスティング取替,ウィング,取替,左,前コーナーキャスティング,100,1
右前車高灯取替,,取替,右,前車高灯,60,1
左後ろ泥除けガード折損部修正ステン溶接,ガード,溶接,左,後ろ泥除け折損部修正ステン,100,1
ステンボルトASSY取付5本,,取付,,ステンボルトASSY5本,40,1
マフラー遮熱版,,,,,0,1
折れ込みナット取替加工溶接,,取替,,折れ込みナット加工溶接,40,1
リヤゲート開閉フック点検,,,,,0,1
左サイドガードステーパイプ腐食切断切替加工溶接2ヵ所,ステー,溶接,左,サイドガードパイプ腐食切断切替加工2ヵ所,100,1
ステン押え脱着鈑金切断作り替え加工ステン溶接2枚,,脱着,,ステン押え鈑金切断作り替え加工ステン溶接2枚,40,1
左観音扉コンパネ入れ修正リベット打ち替え加工,,加工,左,観音扉コンパネ入れ修正リベット打ち替え,60,1
左右後ろ煽りドアスケット取替2個,ドア,取替,左,右後ろ煽りスケット2個,100,1
ボルト折れ込み取外し取替加工4本,,取替,外,ボルト折れ込み取し加工4本,60,1
アーム分解組替一式,,組替,,アーム分解一式,40,1
左右観音扉コンパネ入れ上側ステー4個脱着接着貼付,ステー,脱着,左,右観音扉コンパネ入れ上側4個接着貼付,100,1
アウトリガーハンドル製作取付溶接,ハンドル,溶接,,アウトリガー製作取付,80,1
ステンブラケット切断鈑金ステン溶接,ブラケット,溶接,,ステン切断鈑金ステン,80,1
左ツイストロック切断取替,,取替,左,ツイストロック切断,60,1
左前ウィングステンキャッチ受け脱着曲がり直し,キャッチ,脱着,左,前ウィングステン受け曲がり直し,100,1
コーナーガードリベット止め取付加工,ガード,加工,,コーナーリベット止め取付,80,1
床面左アングル枠ボルト止め加工,,加工,左,床面アングル枠ボルト止め,60,1
鳥居前アングル取付加工,,加工,前,鳥居アングル取付,60,1
左サイドガード折損部2ヵ所取付溶接,ガード,溶接,左,サイド折損部2ヵ所取付,100,1
床枠アングル破損部切断切替加工溶接,,溶接,,床枠アングル破損部切断切替加工,40,1
タップ止め加工,,加工,,タップ止め,40,1
左前ステンフェンダー,フェンダー,,左,前ステン,60,1
泥除けゴム,ゴム,,,泥除け,40,1
抑え取替,,取替,,抑え,40,1
右サイドガードコーナー曲げパイプ１本製作取付加工溶接,パイプ,溶接,右,サイドガードコーナー曲げ１本製作取付加工,100,1
左サイドガード亀裂溶接5カ所,ガード,溶接,左,サイド亀裂5カ所,100,1
左サイドガードステー折損部修正取付溶接,ステー,溶接,左,サイドガード折損部修正取付,100,1
右サイドガード15Aパイプ切替溶接,パイプ,溶接,右,サイドガード15A切替,100,1
左右２カ所煽りドア折損部修正表裏補強材製作取付加工,ドア,製作,左,右２カ所煽り折損部修正表裏補強材取付加工,100,1
右煽りドア前後２カ所開閉補助装置調整,ドア,調整,右,煽り前後２カ所開閉補助装置,100,1
スプリングシート4箇所亀裂カット溶接,シート,溶接,,スプリング4箇所亀裂カット,80,1
左右煽りドア後ろ開閉補助装置取替,ドア,取替,左,右煽り後ろ開閉補助装置,100,1
アーム脱着付替え,,脱着,,アーム付替え,40,1
ブリッジ左右ショックアブソーバー取替,,取替,左,ブリッジ右ショックアブソーバー,60,1
フロント左2番ショックアブソーバー切断取替,,取替,左,フロント2番ショックアブソーバー切断,60,1
左サイドガード下コーナーパイプ製作切替加工溶接,パイプ,溶接,左,サイドガード下コーナー製作切替加工,100,1
ボデー左右キャスターストッパー6ミリフラットバーボルト穴切断取付加工溶接,,溶接,左,ボデー右キャスターストッパー6ミリフラットバーボルト穴切断取付加工,60,1
踊り場バッテリー上側クッション張替加工,,加工,上,踊り場バッテリー側クッション張替,60,1
リヤバンパー曲がり修正折損溶接,バンパー,溶接,,リヤ曲がり修正折損,80,1
タイコマフラー前折損部修正取付溶接,,溶接,前,タイコマフラー折損部修正取付,60,1
大型反射板2枚取替リベット穴掘り加工8カ所,反射板,取替,,大型2枚リベット穴掘り加工8カ所,80,1
バッテリー上側踊場蝶番2個取替,,取替,上,バッテリー側踊場蝶番2個,60,1
左右煽りドア内板鋼板曲がり直しリベット穴掘り打ち替え加工,ドア,加工,左,右煽り内板鋼板曲がり直しリベット穴掘り打ち替え,100,1
左ミラー増し締め点検,ミラー,,左,増し締め点検,60,1
左右ウィング蝶番グリスアップ,ウィング,,左,右蝶番グリスアップ,60,1
カプラーボルト点検,,,,,0,1
3本取替,,取替,,3本,40,1
左右観音扉コンパネ入れブラケット取り外し,ブラケット,取り外し,左,右観音扉コンパネ入れ,100,1
リベット打ち替え６０本,,,,,0,1
左工具箱取替加工,,取替,左,工具箱加工,60,1
工具箱ステー曲がり直し,ステー,直し,,工具箱曲がり,80,1
躍場左縞鋼板曲がり直し,鋼板,直し,左,躍場縞曲がり,100,1
ケーブルクランプ2個取替,ランプ,取替,,ケーブルク2個,80,1
左右後ろ2箇所フェリーフック取付加工,,加工,左,右後ろ2箇所フェリーフック取付,60,1
左右前2箇所フェリーフックブラケット製作取付加工,ブラケット,製作,左,右前2箇所フェリーフック取付加工,100,1
ボデー左右キャスターストッパー取付加工溶接,,溶接,左,ボデー右キャスターストッパー取付加工,60,1
フック当たり部分切断,,切断,,フック当たり部分,40,1
リヤ床枠引出し修正,,修正,,リヤ床枠引出し,40,1
観音扉開閉修理,,修理,,観音扉開閉,40,1
エアサスレベリングバルブ脱着付替え,,脱着,,エアサスレベリングバルブ付替え,40,1
メンバー錆落とし塗装,メンバー,塗装,,錆落とし,80,1
レベリングバルブブラケット製作取付加工,ブラケット,製作,,レベリングバルブ取付加工,80,1
左サイドガード2本,ガード,,左,サイド2本,60,1
ステー4本取替加工,ステー,取替,,4本加工,80,1
ナンバーボルト折れ込み取外し,,,外,ナンバーボルト折れ込み取し,20,1
ブッシュボルト切断取替,,取替,,ブッシュボルト切断,40,1
左右キャスターストッパー切断仕上げ錆止め塗装,,切断,左,右キャスターストッパー仕上げ錆止め塗装,60,1
左右後ろ泥除けゴム脱着,ゴム,脱着,左,右後ろ泥除け,100,1
切断加工,,切断,,加工,40,1
左後ろコンテナロック取替加工,,取替,左,後ろコンテナロック加工,60,1
右前煽りドア開閉補助装置持ち込み品取替加工,ドア,取替,右,前煽り開閉補助装置持ち込み品加工,100,1
アーム分解切断付替えステン溶接,,溶接,,アーム分解切断付替えステン,40,1
冷却水パイプ穴埋め溶接,パイプ,溶接,,冷却水穴埋め,80,1
左サイドガードステー2本折損部修正取付ステン溶接,ステー,溶接,左,サイドガード2本折損部修正取付ステン,100,1
スポイラー取外し,,,外,スポイラー取し,20,1
シートデッキ亀裂点検溶接,シート,溶接,,デッキ亀裂点検,80,1
ハブボルト折れ込み取外し加工,,加工,外,ハブボルト折れ込み取し,60,1
反射板4枚穴掘り取替加工,反射板,取替,,4枚穴掘り加工,80,1
6ミリボルト8本取替,,取替,,6ミリボルト8本,40,1
2番燃料タンク脱着,タンク,脱着,,2番燃料,80,1
延長ブラケット亀裂カット溶接,ブラケット,溶接,,延長亀裂カット,80,1
左右煽りドア折損部２カ所修正,ドア,修正,左,右煽り折損部２カ所,100,1
補強曲げ材製作穴掘り取付リベット止め加工,,製作,,補強曲げ材穴掘り取付リベット止め加工,40,1
補強ステン溶接,,溶接,,補強ステン,40,1
シャフトボルト折れ込み取外し加工,,加工,外,シャフトボルト折れ込み取し,60,1
左右回転灯取外し,,,左,右回転灯取外し,20,1
ナンバープレートボルト折れ込み取外し加工,,加工,外,ナンバープレートボルト折れ込み取し,60,1
駐車ブレーキ脱着分解ハンドル,ハンドル,脱着,,駐車ブレーキ分解,80,1
ギヤボックス固着修理,,修理,,ギヤボックス固着,40,1
ワイヤー取替,,取替,,ワイヤー,40,1
ドアー脱着,ドア,脱着,,ー,80,1
ストッパー取替,,取替,,ストッパー,40,1
ピーラー修正,,修正,,ピーラー,40,1
泥除けステン抑え折損部曲がり直しステン溶接,,溶接,,泥除けステン抑え折損部曲がり直しステン,40,1
観音扉右側コンパネラックブラケット取付,ブラケット,取付,右,観音扉側コンパネラック,100,1
左側取付位置修正,,取付,左,側位置修正,60,1
フロントバンパー全面取替,バンパー,取替,フロント,全面,100,1
左側フロント泥除けゴム取替加工,ゴム,取替,左,側フロント泥除け加工,100,1
ボデー左右スタンションホール修正取付溶接10ヶ所,,溶接,左,ボデー右スタンションホール修正取付10ヶ所,60,1
右前サイドガードステー折損溶接,ステー,溶接,右,前サイドガード折損,100,1
左ジャバラパイプ錆落とし穴埋め溶接,パイプ,溶接,左,ジャバラ錆落とし穴埋め,100,1
ブレーキハンドル,ハンドル,,,ブレーキ,40,1
ギヤボックス点検,,,,,0,1
嚙み込みレール切断,レール,切断,,嚙み込み,80,1
左サイドガード折損パイプ切替加工溶接2本,パイプ,溶接,左,サイドガード折損切替加工2本,100,1
左右ステー修正取替,ステー,取替,左,右修正,100,1
UDPGボルト折れ込み取外し加工10本,,加工,外,UDPGボルト折れ込み取し10本,60,1
カバーボルト折れ込み取外し加工2本,カバー,加工,外,ボルト折れ込み取し2本,100,1
スプリングシートブラケット4箇所亀裂溶接,ブラケット,溶接,,スプリングシート4箇所亀裂,80,1
特殊工具製作,,製作,,特殊工具,40,1
右サイドガード亀裂2カ所溶接,ガード,溶接,右,サイド亀裂2カ所,100,1
左右サイドガード折損修正取付溶接,ガード,溶接,左,右サイド折損修正取付,100,1
左後ろスケット脱着分解,,脱着,左,後ろスケット分解,60,1
別車取外し部品組替取替,,取替,外,別車取し部品組替,60,1
右ミラーステーASSY脱着,ミラー,脱着,右,ステーASSY,100,1
右ドアー建付け調整及び曲がり直し,ドア,調整,右,ー建付け及び曲がり直し,100,1
左キャスターストッパー曲がり切断切替加工溶接,,溶接,左,キャスターストッパー曲がり切断切替加工,60,1
インナーバンパー取替一式,バンパー,取替,インナー,一式,100,1
左右床フック切断取外し12カ所,,切断,左,右床フック取外し12カ所,60,1
右泥溶け脱着,,脱着,右,泥溶け,60,1
ステンブレ止め溶接,,溶接,,ステンブレ止め,40,1
左右リフレクター切断取替,,取替,左,右リフレクター切断,60,1
ナンバーブラケット折損部修正取付溶接,ブラケット,溶接,,ナンバー折損部修正取付,80,1
フロントリッド嚙み込み取り外し,,取り外し,外,フロントリッド嚙み込み取りし,60,1
ワイヤー点検(不良),,,,,0,1
床面C1タップ止め24本,,,,,0,1
ガラスラン取替一式,ガラス,取替,,ラン一式,80,1
泥除けゴム取り外し,ゴム,取り外し,外,泥除け取りし,100,1
シャーシー,,,,,0,1
ホイール塗装,ホイール,塗装,,,80,1
右前セイコーラック取替ブラケット曲がり直し,ブラケット,取替,右,前セイコーラック曲がり直し,100,1
出張点検,,,,,0,1
ダンプ床面亀裂ステン溶接5カ所,,溶接,,ダンプ床面亀裂ステン5カ所,40,1
