work_item,target,action,position,other,confidence,frequency
床板左破損部分張替加工,,加工,左,床板破損部分張替,60,1
ベゼル取替,,取替,,ベゼル,40,1
取付部分ステー引出し修正,ステー,取付,,部分引出し修正,80,1
フォグランプカバー取替,ランプ,取替,,フォグカバー,80,1
左バンパーステップ取替,バンパー,取替,左,ステップ,100,1
右メッキミラー,ミラー,,右,メッキ,60,1
高速ミラー取替,ミラー,取替,,高速,80,1
右ドアーパネル取替,ドア,取替,右,ーパネル,100,1
風防補強ステー溶接,ステー,溶接,,風防補強,80,1
リヤ泥除けゴム取替,ゴム,取替,,リヤ泥除け,80,1
リヤゲート左右アッパーヒンジASSY切断取替溶接,ヒンジ,取替,左,リヤゲート右アッパーASSY切断溶接,100,1
リヤゲート捻じれ直し,,直し,,リヤゲート捻じれ,40,1
踊場フレーム亀裂カット溶接,,溶接,,踊場フレーム亀裂カット,40,1
ステー脱着折損部取付溶接,ステー,脱着,,折損部取付溶接,80,1
縞鋼板折損部ワッシャー取付,鋼板,取付,,縞折損部ワッシャー,80,1
ジャバラパイプブラケット脱着,ブラケット,脱着,,ジャバラパイプ,80,1
Uバンド加工取替,,取替,,Uバンド加工,40,1
ボデーリアカーテン脱着,,脱着,リア,ボデーカーテン,60,1
カーテンレール脱着切断位置替え溶接,レール,脱着,,カーテン切断位置替え溶接,80,1
コーキング補修,,補修,,コーキング,40,1
フロントバンパー点検突っ張りステー取替,バンパー,取替,フロント,点検突っ張りステー,100,1
枕木取付,,取付,,枕木,40,1
ガゼットボルト取付,,取付,,ガゼットボルト,40,1
ステップバンパーボルト取替,バンパー,取替,,ステップボルト,80,1
ボデー床板前側腐食切断床板張替加工,,切断,前,ボデー床板側腐食床板張替加工,60,1
中央前側床板張替段付き加工,,加工,前,中央側床板張替段付き,60,1
中央前側床鉄板腐食切替加工溶接,,溶接,前,中央側床鉄板腐食切替加工,60,1
左後ろ泥除けゴム,ゴム,,左,後ろ泥除け,60,1
振れ止め折損部カットステン溶接,,溶接,,振れ止め折損部カットステン,40,1
フロントバンパー左右フィニッシャー,バンパー,,左,フロント右フィニッシャー,60,1
センターフィニッシャー脱着,フィニッシャー,脱着,センター,,100,1
フィニッシャーステー脱着曲がり直し,ステー,脱着,,フィニッシャー曲がり直し,80,1
左コボレーン枠切断曲がり直しステン溶接,,溶接,左,コボレーン枠切断曲がり直しステン,60,1
ステン鋼板１枚脱着曲がり直し付替え加工,鋼板,脱着,,ステン１枚曲がり直し付替え加工,80,1
左右観音扉コンパネ立て上側ステー４本脱着,ステー,脱着,左,右観音扉コンパネ立て上側４本,100,1
リベット打ち替えコーキング加工,,加工,,リベット打ち替えコーキング,40,1
ジャバラパイプステー脱着,ステー,脱着,,ジャバラパイプ,80,1
クランプ取替,ランプ,取替,,ク,80,1
ジャバラパイプ下側腐食部分切り替え加工溶接,パイプ,溶接,下,ジャバラ側腐食部分切り替え加工,100,1
右前スケットアームピン取付,,取付,右,前スケットアームピン,60,1
ツイストロックリターンスプリング取付,,取付,,ツイストロックリターンスプリング,40,1
タイコマフラー,,,,,0,1
マニュホルド脱着,,脱着,,マニュホルド,40,1
ガスケット,,,,,0,1
タイコマフラー前側腐食パイプ切断取替加工溶接,パイプ,取替,前,タイコマフラー側腐食切断加工溶接,100,1
工具箱押さえ制作取付,,取付,,工具箱押さえ制作,40,1
サイドアンダーミラー脱着点検,ドア,脱着,サイド,アンダーミラー点検,100,1
穴掘りボルト２本止め固定加工,,加工,,穴掘りボルト２本止め固定,40,1
左前サイドガードステー修正タップ掛けボルト取付,ステー,取付,左,前サイドガード修正タップ掛けボルト,100,1
ボデー中央床縞鋼板切断取替加工溶接,鋼板,取替,中央,ボデー床縞切断加工溶接,100,1
縞板底床板腐食部分張替加工,,加工,,縞板底床板腐食部分張替,40,1
右サイドガード折損部修正溶接6カ所,ガード,溶接,右,サイド折損部修正6カ所,100,1
左サイドガード折損部修正溶接4ヶ所,ガード,溶接,左,サイド折損部修正4ヶ所,100,1
20Aパイプ1ヶ所切り替え加工溶接,パイプ,溶接,,20A1ヶ所切り替え加工,80,1
右サイドガード折損部2カ所修正溶接,ガード,溶接,右,サイド折損部2カ所修正,100,1
カーテンレール製作取替加工,レール,取替,,カーテン製作加工,80,1
カーテン脱着付替えリング切断取替加工,,脱着,,カーテン付替えリング切断取替加工,40,1
タカラポストキャッチ取替,キャッチ,取替,,タカラポスト,80,1
コーナーランプ脱着,ランプ,脱着,,コーナー,80,1
左ドアー蝶番取替,ドア,取替,左,ー蝶番,100,1
テールパイプ異音点検,パイプ,,,テール異音点検,40,1
パイプ脱着,パイプ,脱着,,,80,1
クランプ脱着修正,ランプ,脱着,,ク修正,80,1
ブッシュゴム脱着追加加工,ゴム,脱着,,ブッシュ追加加工,80,1
左右スケットスプリング脱着調整,,脱着,左,右スケットスプリング調整,60,1
スケット固定ボルト10ミリ穴掘り取替加工２本,,取替,,スケット固定ボルト10ミリ穴掘り加工２本,40,1
左後ろセイコーラック切断取替,,取替,左,後ろセイコーラック切断,60,1
ガードステー脱着,ステー,脱着,,ガード,80,1
左右ラッシングレール取付加工,レール,加工,左,右ラッシング取付,100,1
左右スケット取替4個,,取替,左,右スケット4個,60,1
スケット補強ブラケット4枚脱着,ブラケット,脱着,,スケット補強4枚,80,1
ナンバープレート封印取外し,,,外,ナンバープレート封印取し,20,1
腐食固定ボルト切断取替加工溶接２本,,取替,,腐食固定ボルト切断加工溶接２本,40,1
ボルト切断取替1本,,取替,,ボルト切断1本,40,1
左サイドガードステン化粧板脱着両面テープ貼り付け,ガード,脱着,左,サイドステン化粧板両面テープ貼り付け,100,1
5ミリリベット３本打ち替え,,,,,0,1
リベット２本増し打ち加工,,加工,,リベット２本増し打ち,40,1
右スケット取替,,取替,右,スケット,60,1
左右後ろスケット取替２個,,取替,左,右後ろスケット２個,60,1
左右前スケット調整２個,,調整,左,右前スケット２個,60,1
メッキフロントバンパー,バンパー,,フロント,メッキ,60,1
モール,,,,,0,1
スカート取替,,取替,,スカート,40,1
ノックスセンサー取付ボルト折れ込み取外しタップ掛け加工２本,センサー,加工,外,ノックス取付ボルト折れ込み取しタップ掛け２本,100,1
ケーブル,,,,,0,1
クランプ脱着,ランプ,脱着,,ク,80,1
右前ウィングキャッチ受けステンステー脱着曲がり直し,ステー,脱着,右,前ウィングキャッチ受けステン曲がり直し,100,1
嚙み込みボルト２本切断取替加工,,取替,,嚙み込みボルト２本切断加工,40,1
ステー取付部支柱脱着6ミリリベット止め加工,ステー,脱着,,取付部支柱6ミリリベット止め加工,80,1
燃料タンクホースバンド取替,ホース,取替,,燃料タンクバンド,80,1
左サイドガード脱着鈑金,ガード,脱着,左,サイド鈑金,100,1
滑り止め貼替,,,,,0,1
マーカーランプステー,ランプ,,,マーカーステー,40,1
左バンパーコーナーカバー脱着修正,バンパー,脱着,左,コーナーカバー修正,100,1
左バンパーフィニッシャー曲がり直し,バンパー,直し,左,フィニッシャー曲がり,100,1
左煽りドア幌立てリベット打ち,ドア,,左,煽り幌立てリベット打ち,60,1
幌骨収納ケース蝶ネジ嚙み込み取外し加工,,加工,外,幌骨収納ケース蝶ネジ嚙み込み取し,60,1
燃料タンク取外し,タンク,,外,燃料取し,60,1
