invoice_id,invoice_month,invoice_date,customer_name,subject,registration_number,発注番号,order_number,subtotal,tax_amount,total_amount
22121864-1,2212,2022-12-18,UDトラックス株式会社,株式会社バンテック九州,北九州130あ1061,1700408603,10085118,67650,6150,67650
22121865-1,2212,2022-12-19,UDトラックス株式会社,株式会社リアライズコーポレーション,,1700408623,10085782,2200,200,2200
22121866-1,2212,2022-12-19,UDトラックス株式会社,九州運輸建設株式会社,北九州800か2583,1700408622,10086082,22000,2000,22000
22121867-1,2212,2022-12-19,UDトラックス株式会社,株式会社バンテック,北九州100え･425,1700408615,10085976,19800,1800,19800
22121868-1,2212,2022-12-19,UDトラックス株式会社,株式会社バンテック,北九州100え･425,1700408642,10086146,19800,1800,19800
22121869-1,2212,2022-12-19,UDトラックス株式会社,株式会社東西運輸,北九州100え2621,1700408616,10085878,17600,1600,17600
22121869-2,2212,2022-12-19,UDトラックス株式会社,株式会社バンテック,北九州100え4008,1700408613,10086069,42900,3900,42900
22121870-1,2212,2022-12-19,UDトラックス株式会社,株式会社バンテック,北九州100え4008,1700408613,10086069,47300,4300,47300
22121871-1,2212,2022-12-19,UDトラックス株式会社,株式会社バンテック九州,北九州100き3747,1700408627,10085314,28600,2600,28600
22121871-2,2212,2022-12-21,UDトラックス株式会社,株式会社バンテック,北九州100え3666,1700408638,10086101,4400,400,4400
22121872-1,2212,2022-12-21,UDトラックス株式会社,株式会社ダイワ,構内車103,1700408644,10086153,5500,500,5500
22121873-1,2212,2022-12-21,UDトラックス株式会社,新手運輸有限会社,北九州100え1087,1700408648,10085916,13200,1200,13200
22121874-1,2212,2022-12-21,UDトラックス株式会社,新手運輸有限会社,北九州100え1088,1700408647,10085916,9900,900,9900
22121875-1,2212,2022-12-21,UDトラックス株式会社,平和物流株式会社,北九州100き2779,1700408533,10085705,44000,4000,44000
22121876-1,2212,2022-12-22,UDトラックス株式会社,有限会社堀本建設,北九州100い1111,1700408662,10086162,3850,350,3850
22121877-1,2212,2022-12-22,UDトラックス株式会社,株式会社ラインシステム,佐賀130こ･･66,1700408660,10086203,4400,400,4400
22121878-1,2212,2022-12-22,UDトラックス株式会社,九州西濃運輸株式会社,北九州100か3259,1700408664,10086092,11000,1000,11000
22121879-1,2212,2022-12-22,UDトラックス株式会社,九州西濃運輸株式会社,北九州100か3259,170048649,10086092,25300,2300,25300
22121880-1,2212,2022-12-22,UDトラックス株式会社,株式会社東西運輸,北九州100え2621,1700408564,10085878,28600,2600,28600
22121881-1,2212,2022-12-22,UDトラックス株式会社,株式会社東西運輸,北九州100え2620,1700408524,10085740,28600,2600,28600
22121882-1,2212,2022-12-22,UDトラックス株式会社,田村運輸株式会社,北九州100き2282,1700408653,10086129,25300,2300,25300
22121883-1,2212,2022-12-25,UDトラックス株式会社,株式会社バンテック九州,北九州100き4065,1700408682,10086268,8800,800,8800
22121884-1,2212,2022-12-25,UDトラックス株式会社,株式会社白石開発,北九州100え5124,1700408680,10086254,13200,1200,13200
22121885-1,2212,2022-12-25,UDトラックス株式会社,株式会社バンテック,北九州130あ4091,1700408670,10086191,16500,1500,16500
22121886-1,2212,2022-12-25,UDトラックス株式会社,株式会社バンテック,北九州130あ4091,1700408719,10086191,16500,1500,16500
22121887-1,2212,2022-12-25,UDトラックス株式会社,株式会社上野商会,北九州130い1562,1700408687,10086759,12650,1150,12650
22121887-2,2212,2022-12-25,UDトラックス株式会社,株式会社森若商会,北九州100か2975,1700408673,10086231,13200,1200,13200
22121888-1,2212,2022-12-25,UDトラックス株式会社,株式会社森若商会,北九州100か2975,1700408679,10086231,3850,350,3850
22121889-1,2212,2022-12-26,UDトラックス株式会社,有限会社晃栄建設,北九州11や7872,1700408693,10086097,10450,950,10450
22121890-1,2212,2022-12-26,UDトラックス株式会社,ラックライド株式会社,北九州100き3765,1700408689,10086206,19800,1800,19800
22121891-1,2212,2022-12-26,UDトラックス株式会社,株式会社サクラ物流,北九州130い･780,1700408688,10086271,48400,4400,48400
22121893-1,2212,2022-12-26,UDトラックス株式会社,三友建設工業株式会社,北九州100は1661,1700408614,10085933,7700,700,7700
22121894-1,2212,2022-12-26,UDトラックス株式会社,三友建設工業株式会社,北九州100は･857,1700408654,10086128,15950,1450,15950
22121894-2,2212,2022-12-27,UDトラックス株式会社,有限会社堀本建設,北九州100い1111,1700408711,10086162,3300,300,3300
22121895-1,2212,2022-12-27,UDトラックス株式会社,株式会社リヤライズコーポレーション,不明999ん9998,1700408623,10085782,1100,100,1100
22121896-1,2212,2022-12-27,UDトラックス株式会社,鶴丸海運株式会社,北九州11け4450,1700408661,10085978,19800,1800,19800
22121897-1,2212,2022-12-27,UDトラックス株式会社,株式会社白石開発,北九州130き1600,1700408684,10086270,30800,2800,30800
22121898-1,2212,2022-12-28,UDトラックス株式会社,株式会社バンテック,北九州130あ4012,1700408709,10086332,4950,450,4950
22121899-1,2212,2022-12-28,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100あ6544,1700408716,10086236,23100,2100,23100
22121900-1,2212,2023-01-10,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100あ5465,1700408744,10086488,880,80,880
22121901-1,2212,2023-01-10,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100あ5465,1700408744,10086488,0,0,0
22121906-1,2212,2022-12-28,UDトラックス株式会社,田村運輸株式会社,北九州100き1805,1700408718,10086358,11000,1000,11000
22121907-1,2301,2023-01-09,UDトラックス株式会社,有限会社パインカーゴ,北九州130か･･81,1700408723,10086363,19800,1800,19800
22122116-1,2301,2023-01-09,UDトラックス株式会社,株式会社サクラ物流,北九州130い･776,1700408727,10086367,28600,2600,28600
23011902-1,2301,2023-01-09,UDトラックス株式会社,宮西設備株式会社,北九州100あ8692,1700408741,10086442,880,80,880
23011903-1,2301,2023-01-10,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100あ5465,1700408744,10086488,880,80,880
23011904-1,2301,2023-01-10,UDトラックス株式会社,株式会社白石開発,北九州100け･･69,1700408746,10086500,33000,3000,33000
23011908-1,2301,2023-01-11,UDトラックス株式会社,宮西設備株式会社,北九州100あ8692,1700408741,10086442,880,80,880
23011909-1,2301,2023-01-11,UDトラックス株式会社,鶴丸海運株式会社,北九州11け4054,1700408752,10086525,16500,1500,16500
23011910-1,2301,2023-01-12,UDトラックス株式会社,株式会社バンテック,北九州100え･407,1700408755,10086497,19800,1800,19800
23011911-1,2301,2023-01-12,UDトラックス株式会社,現金払い,北九州100は2476,1700408763,10086493,3850,350,3850
23011912-1,2301,2023-01-12,UDトラックス株式会社,株式会社東西運輸,北九州100え4370,1700408762,10086523,21450,1950,21450
23011913-1,2301,2023-01-12,UDトラックス株式会社,東洋物産株式会社,北九州130あ1044,1700408767,10086470,6050,550,6050
23011914-1,2301,2023-01-12,UDトラックス株式会社,中野産業株式会社,北九州130あ3202,1700408768,10086485,7700,700,7700
23011915-1,2301,2023-01-12,UDトラックス株式会社,株式会社バンテック九州,北九州100え3611,1700408756,10086499,9900,900,9900
23011916-1,2301,2023-01-12,UDトラックス株式会社,株式会社バンテック九州,北九州100き3879,1700408761,10085874,102850,9350,102850
23011917-1,2301,2023-01-14,UDトラックス株式会社,有限会社大雄産業,北九州100か2232,1700408769,10086546,11000,1000,11000
23011918-1,2301,2023-01-14,UDトラックス株式会社,株式会社　VIP,北九州102く･888,1700408777,10086560,26400,2400,26400
23011919-1,2301,2023-01-14,UDトラックス株式会社,株式会社バンテック,北九州100え･400,1700408778,10086592,19800,1800,19800
23011920-1,2301,2023-01-14,UDトラックス株式会社,苅田工場,不明999ん9998,1700408782,10086614,19800,1800,19800
23011921-1,2301,2023-01-14,UDトラックス株式会社,田村運輸株式会社,北九州100き1805,1700408783,10086616,2200,200,2200
23011922-1,2301,2023-01-14,UDトラックス株式会社,株式会社バンテック九州,北九州100え3664,1700408785,10086587,5500,500,5500
23011923-1,2301,2023-01-16,UDトラックス株式会社,株式会社バンテック,北九州100え･405,1700408786,10086618,19800,1800,19800
23011924-1,2301,2023-01-16,UDトラックス株式会社,鶴丸海運株式会社,北九州11け4455,1700408788,10086577,19800,1800,19800
23011925-1,2301,2023-01-19,UDトラックス株式会社,株式会社バンテック,北九州100え･421,1700408760,10086524,19800,1800,19800
23011926-1,2301,2023-01-19,UDトラックス株式会社,株式会社バンテック九州,北九州100き4011,1700408802,10086726,13200,1200,13200
23011927-1,2301,2023-01-19,UDトラックス株式会社,新手運輸有限会社,北九州130う2016,1700408806,10086702,33000,3000,33000
23011928-1,2301,2023-01-22,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100か8962,1700408811,10086800,15400,1400,15400
23011929-1,2301,2023-01-22,UDトラックス株式会社,株式会社バンテック九州,北九州130あ7075,1700408819,10086835,7150,650,7150
23011930-1,2301,2023-01-22,UDトラックス株式会社,株式会社バンテック九州,北九州100き1127,1700408818,10086834,7150,650,7150
23011931-1,2301,2023-01-22,UDトラックス株式会社,東洋物産株式会社,北九州130あ1045,1700408813,10086653,6050,550,6050
23011932-1,2301,2023-01-22,UDトラックス株式会社,東洋物産株式会社,北九州130あ1045,1700408800,10086653,28600,2600,28600
23011933-1,2301,2023-01-22,UDトラックス株式会社,東洋物産株式会社,北九州130あ1045,1700408800,10086653,31460,2860,31460
23011934-1,2301,2023-01-22,UDトラックス株式会社,東洋物産株式会社,北九州130う8805,1700408799,10086652,29645,2695,29645
23011934-2,2301,2023-01-22,UDトラックス株式会社,東洋物産株式会社,北九州130う8805,1700408799,10086652,26950,2450,26950
23011935-1,2301,2023-01-23,UDトラックス株式会社,株式会社バンテック,北九州100え･405,1700408786,10086618,19800,1800,19800
23011935-2,2301,2023-01-23,UDトラックス株式会社,株式会社バンテック,北九州100え･411,1700408787,10086619,19800,1800,19800
23011936-1,2301,2023-01-23,UDトラックス株式会社,株式会社バンテック,北九州100え･415,1700408831,10086868,19800,1800,19800
23011937-1,2301,2023-01-23,UDトラックス株式会社,株式会社バンテック,北九州100え･430,1700408829,10086865,19800,1800,19800
23011938-1,2301,2023-01-23,UDトラックス株式会社,株式会社バンテック,北九州100え･413,1700408828,10086864,19800,1800,19800
23011939-1,2301,2023-01-23,UDトラックス株式会社,株式会社バンテック,北九州100え･413,1700408828,10086864,19800,1800,19800
23011940-1,2301,2023-01-23,UDトラックス株式会社,株式会社バンテック,北九州100え･413,1700408828,10086864,0,0,0
23011941-1,2301,2023-01-25,UDトラックス株式会社,株式会社バンテック,北九州100え･418,1700408830,10086866,19800,1800,19800
23011941-2,2301,2023-01-27,UDトラックス株式会社,平和物流株式会社,北九州100き2303,1700408820,10086836,5500,500,5500
23011942-1,2301,2023-01-27,UDトラックス株式会社,有限会社三栄運輸,北九州132い･･77,1700408817,10086605,28600,2600,28600
23011943-1,2301,2023-01-29,UDトラックス株式会社,久富産業株式会社,北九州100え2315,1700408876,10087032,17600,1600,17600
23011944-1,2301,2023-01-29,UDトラックス株式会社,株式会社サクラ物流,北九州130か･801,1700408881,10087026,4400,400,4400
23011945-1,2301,2023-01-29,UDトラックス株式会社,丸正運送株式会社,筑豊830う･･32,1700408867,10087007,6600,600,6600
23011946-1,2301,2023-01-29,UDトラックス株式会社,株式会社バンテック九州,北九州100き3747,1700408836,10086925,6600,600,6600
23011947-1,2301,2023-01-29,UDトラックス株式会社,株式会社　VIP,北九州130か1901,1700408885,10087000,3300,300,3300
23011949-1,2301,2023-01-29,UDトラックス株式会社,丸正運送株式会社,新車999ん9999,4121382254,22049696,5500,500,5500
23011950-1,2301,2023-01-29,UDトラックス株式会社,株式会社サクラ物流,筑豊130う･817,1700408883,10087016,5500,500,5500
23011950-2,2301,2023-01-29,UDトラックス株式会社,株式会社サクラ物流,北九州100あ4378,1700408886,10087041,4400,400,4400
23011951-1,2301,2023-01-29,UDトラックス株式会社,株式会社サクラ物流,北九州100か7462,1700408857,10086988,8800,800,8800
23011952-1,2301,2023-01-29,UDトラックス株式会社,株式会社サクラ物流,北九州100か7462,1700408857,10086988,11000,1000,11000
23011953-1,2301,2023-01-29,UDトラックス株式会社,平和物流株式会社,北九州100か1102,1700408880,10087015,5500,500,5500
23011953-2,2301,2023-01-29,UDトラックス株式会社,株式会社バンテック,北九州100え･423,1700408754,10086498,19800,1800,19800
23011954-1,2301,2023-01-30,UDトラックス株式会社,KD物流株式会社,北九州132う･300,1700408803,10086733,4400,400,4400
23011955-1,2301,2023-01-30,UDトラックス株式会社,株式会社東西運輸,北九州100え3903,1700408821,10086698,30250,2750,30250
23011956-1,2301,2023-01-30,UDトラックス株式会社,株式会社バンテック九州,北九州130あ4064,1700408864,10086730,24200,2200,24200
23011957-1,2301,2023-01-30,UDトラックス株式会社,田村運輸株式会社,北九州100き3335,1700408845,10086931,24200,2200,24200
23011958-1,2301,2023-01-30,UDトラックス株式会社,株式会社東西運輸,北九州100き･372,1700408869,10086912,18150,1650,18150
23011959-1,2301,2023-01-30,UDトラックス株式会社,株式会社バンテック,北九州100え･399,1700408888,10087048,19800,1800,19800
23011960-1,2301,2023-01-31,UDトラックス株式会社,株式会社白石開発,北九州100え5124,1700408900,10087092,31900,2900,31900
23011961-1,2301,2023-01-31,UDトラックス株式会社,株式会社バンテック,北九州100え･431,1700408896,10087047,19800,1800,19800
23011962-1,2301,2023-01-31,UDトラックス株式会社,株式会社バンテック九州,北九州130い4066,1700408841,10086937,24200,2200,24200
23011963-1,2301,2023-01-31,UDトラックス株式会社,久富産業株式会社,北九州100か8409,1700408902,10087045,7150,650,7150
23011964-1,2301,2023-01-31,UDトラックス株式会社,平和物流株式会社,北九州100か2444,1700408897,10087078,5500,500,5500
23011965-1,2301,2023-01-16,UDトラックス株式会社,株式会社上野商会,北九州130い1562,1700408774,10086159,33000,3000,33000
23011966-1,2301,2023-01-11,UDトラックス株式会社,田村運輸株式会社,北九州100き2316,1700408764,10086375,23650,2150,23650
23012118-1,2302,2023-02-02,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130い･473,1700408908,10087128,9350,850,9350
23012119-1,2302,2023-02-02,UDトラックス株式会社,宮西設備株式会社,北九州100あ4145,1700408904,10087117,9900,900,9900
23021967-1,2302,2023-02-05,UDトラックス株式会社,有限会社エムアイ通商,北九州100か9565,1700408926,2300031-01,37400,3400,37400
23021968-1,2302,2023-02-05,UDトラックス株式会社,株式会社森若商会,北九州か2975,1700408928,2300011-01,30800,2800,30800
23021969-1,2302,2023-02-05,UDトラックス株式会社,三原物流株式会社,北九州100き1865,1700408922,2300004-01,3850,350,3850
23021970-1,2302,2023-02-05,UDトラックス株式会社,株式会社アイエヌトラシード,佐賀130あ5900,1700408919,2300012-01,15400,1400,15400
23021971-1,2302,2023-02-05,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130う･480,1700408916,10087131,17600,1600,17600
23021972-1,2302,2023-02-05,UDトラックス株式会社,鶴丸海運株式会社,北九州130か･901,1700408915,10087165,4400,400,4400
23021973-1,2302,2023-02-06,UDトラックス株式会社,株式会社バンテック九州,北九州130あ7078,1700408935,2300019-01,1100,100,1100
23021974-1,2302,2023-02-06,UDトラックス株式会社,鶴丸海運株式会社,北九州100え2364,1700408940,2300004-01,4400,400,4400
23021975-1,2302,2023-02-06,UDトラックス株式会社,株式会社バンテック,北九州100え･401,1700408947,2300058-01,19800,1800,19800
23021976-1,2302,2023-02-06,UDトラックス株式会社,株式会社サクラ物流,北九州130い･812,1700408945,2300072-01,14300,1300,14300
23021977-1,2302,2023-02-06,UDトラックス株式会社,東洋物産株式会社,北九州130う8805,1700408942,2300063-01,13200,1200,13200
23021978-1,2302,2023-02-08,UDトラックス株式会社,株式会社サクラ物流,北九州130え･807,1700408960,2300015-01,8800,800,8800
23021979-1,2302,2023-02-08,UDトラックス株式会社,株式会社バンテック九州,北九州100き3173,1700408955,2300100-01,11000,1000,11000
23021980-1,2302,2023-02-08,UDトラックス株式会社,有限会社エムアイ通商,北九州100え5158,1700408775,10086604,410190,37290,410190
23021981-1,2302,2023-02-12,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100あ1629,1700408974,2300181-01,9900,900,9900
23021982-1,2302,2023-02-12,UDトラックス株式会社,株式会社　VIP,北九州101く･777,1700408975,2300178-01,28600,2600,28600
23021983-1,2302,2023-02-13,UDトラックス株式会社,株式会社バンテック,北九州100え･388,1700408983,2300200-01,19800,1800,19800
23021984-1,2302,2023-02-14,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100か3897,1700408949,5300081-01,9900,900,9900
23021985-1,2302,2023-02-14,UDトラックス株式会社,株式会社森若商会,北九州130う1971,1700408990,2300224-01,26400,2400,26400
23021986-1,2302,2023-02-14,UDトラックス株式会社,株式会社森若商会,北九州130う1971,1700408990,2300224-01,26400,2400,26400
23021987-1,2302,2023-02-16,UDトラックス株式会社,株式会社バンテック,北九州100え･380,1700409014,2300196-01,8800,800,8800
23021987-2,2302,2023-02-16,UDトラックス株式会社,鶴丸海運株式会社,北九州100え2364,1700409009,23002921-01,11000,1000,11000
23021988-1,2302,2023-02-19,UDトラックス株式会社,久富産業株式会社,北九州100か6176,1700409034,2300327-01,19800,1800,19800
23021989-1,2302,2023-02-19,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100あ3038,1700409025,2300151-01,5500,500,5500
23021990-1,2302,2023-02-19,UDトラックス株式会社,株式会社サクラ物流,北九州100か5538,1700408996,2300222-01,207240,18840,207240
23021991-1,2302,2023-02-19,UDトラックス株式会社,株式会社サクラ物流,北九州100か7462,1700409020,2300337-01,7150,650,7150
23021992-1,2302,2023-02-19,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130う･480,1700409018,2300254-01,9900,900,9900
23021993-1,2302,2023-02-19,UDトラックス株式会社,鶴丸海運株式会社,北九州100え･931,1700409026,2300278-01,13200,1200,13200
23021994-1,2302,2023-02-19,UDトラックス株式会社,有限会社井手梱包,北九州100き2380,1700409033,2300170-01,4400,400,4400
23021995-1,2302,2023-02-21,UDトラックス株式会社,株式会社バンテック九州,北九州100き3747,1700409046,2300160-01,11000,1000,11000
23021996-1,2302,2023-02-21,UDトラックス株式会社,株式会社白石開発,北九州100え4622,1700409044,2300319-01,9900,900,9900
23021997-1,2302,2023-02-21,UDトラックス株式会社,株式会社サクラ物流,北九州130い･774,1700409010,2300293-01,24200,2200,24200
23021998-1,2302,2023-02-22,UDトラックス株式会社,鶴丸海運株式会社,北九州131け2020,1700409059,2300452-01,8800,800,8800
23021999-1,2302,2023-02-22,UDトラックス株式会社,新手運輸有限会社,北九州11け6546,1700409055,2300445-01,11000,1000,11000
23022000-1,2302,2023-02-22,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･756,1700408991,2300226-01,4400,400,4400
23022001-1,2302,2023-02-27,UDトラックス株式会社,株式会社　VIP,北九州101き･777,1700409061,2300386-01,5500,500,5500
23022002-1,2302,2023-02-28,UDトラックス株式会社,株式会社　VIP,北九州130あ･･70,1700409070,2300475-01,7150,650,7150
23022003-1,2302,2023-02-28,UDトラックス株式会社,株式会社　VIP,北九州101く･777,1700409083,2300178-01,28600,2600,28600
23022004-1,2303,2023-03-02,UDトラックス株式会社,東洋物産株式会社,北九州130あ3579,1700409092,2300565-01,3850,350,3850
23022005-1,2303,2023-03-02,UDトラックス株式会社,三友建設工業株式会社,北九州100さ2963,1700409098,2300488-01,16500,1500,16500
23032006-1,2303,2023-03-02,UDトラックス株式会社,鶴丸海運株式会社,北九州100え2669,1700409104,2300582-01,13200,1200,13200
23032007-1,2303,2023-03-06,UDトラックス株式会社,株式会社バンテック九州,北九州130あ7085,1700409124,2300634-01,7150,650,7150
23032008-1,2303,2023-03-06,UDトラックス株式会社,豊能運送株式会社,北九州100き4082,1700409120,2300640-01,16500,1500,16500
23032009-1,2303,2023-03-06,UDトラックス株式会社,豊能運送株式会社,北九州100き4082,1700409126,2300640-01,16500,1500,16500
23032010-1,2303,2023-03-06,UDトラックス株式会社,株式会社清翔産業,北九州130う3200,1700409118,2300612-01,16500,1500,16500
23032010-2,2303,2023-03-06,UDトラックス株式会社,株式会社サクラ物流,北九州130あ･823,1700409106,2300595-01,13200,1200,13200
23032011-1,2303,2023-03-06,UDトラックス株式会社,苅田工場部整部門経費,北九州100す4893,1700409128,2300652-01,30800,2800,30800
23032012-1,2303,2023-03-06,UDトラックス株式会社,有限会社エコー商会,不明999ん9998,527178374,,35200,3200,35200
23032013-1,2303,2023-03-06,UDトラックス株式会社,有限会社大雄産業,北九州130あ1768,1700409131,2300625-06,88000,8000,88000
23032014-1,2303,2023-03-06,UDトラックス株式会社,有限会社大雄産業,北九州130あ1768,1700408988,10087139,213400,19400,213400
23032015-1,2303,2023-03-06,UDトラックス株式会社,有限会社大雄産業,北九州130あ1768,1700409111,2300625-01,27500,2500,27500
23032016-1,2303,2023-03-06,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100か3897,1700409093,2300458-01,70400,6400,70400
23032017-1,2303,2023-03-07,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130い･473,1700409139,2300704-01,7150,650,7150
23032018-1,2303,2023-03-07,UDトラックス株式会社,久富産業株式会社,北九州100か9670,1700409133,2300676-01,6600,600,6600
23032019-1,2303,2023-03-08,UDトラックス株式会社,田村運輸株式会社,北九州130か1601,1700409142,2300702-01,2200,200,2200
23032020-1,2303,2023-03-09,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100か3897,1700409152,2300458-01,19800,1800,19800
23032022-1,2303,2023-03-09,UDトラックス株式会社,協栄ライン株式会社,福岡100き4994,1700409158,2300724-01,9900,900,9900
23032023-1,2303,2023-03-12,UDトラックス株式会社,福岡化成工業株式会社,北九州100す5026,1700409170,2300789-01,16500,1500,16500
23032023-2,2303,2023-03-12,UDトラックス株式会社,鶴丸海運株式会社,北九州131け2020,1700409168,2300802-01,24200,2200,24200
23032024-1,2303,2023-03-12,UDトラックス株式会社,国土交通省大阪航空局北九州空港事務所,北九州100ゆ･213,1700409159,2300494-01,13200,1200,13200
23032025-1,2303,2023-03-12,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130う･480,1700409157,2300751-01,13200,1200,13200
23032026-1,2303,2023-03-12,UDトラックス株式会社,株式会社ケイティトランスポート,筑豊130い1603,1700409160,2300713-01,9900,900,9900
23032027-1,2303,2023-03-14,UDトラックス株式会社,ユニプレス物流株式会社,北九州100き2171,1700409116,10084780,233750,21250,233750
23032028-1,2303,2023-03-15,UDトラックス株式会社,有限会社セフティワン,北九州800か･552,1700409197,2300891-01,5500,500,5500
23032029-1,2303,2023-03-15,UDトラックス株式会社,株式会社森若商会,北九州100か3501,1700409190,2300748-01,56100,5100,56100
23032030-1,2303,2023-03-16,UDトラックス株式会社,有限会社堀本建設,北九州132い･500,1700409206,2300822-01,19800,1800,19800
23032031-1,2303,2023-03-16,UDトラックス株式会社,北九州産業運輸株式会社,北九州100あ6753,1700409195,2300545-01,1100,100,1100
23032032-1,2303,2023-03-16,UDトラックス株式会社,有限会社エムアイ通商,北九州130あ3595,1700409203,2300913-01,13200,1200,13200
23032033-1,2303,2023-03-16,UDトラックス株式会社,有限会社エムアイ通商,北九州100え5167,1700409202,2300912-01,92180,8380,92180
23032034-1,2303,2023-03-19,UDトラックス株式会社,新手運輸有限会社,北九州100え3302,1700409239,2300983-01,13200,1200,13200
23032035-1,2303,2023-03-19,UDトラックス株式会社,菊竹産業株式会社,北九州100き･736,1700409231,2300923-01,19800,1800,19800
23032036-1,2303,2023-03-19,UDトラックス株式会社,株式会社バンテック九州,北九州130い1062,1700409229,2300949-01,1100,100,1100
23032037-1,2303,2023-03-19,UDトラックス株式会社,株式会社サクラ物流,北九州130う･825,1700409228,2300962-01,8250,750,8250
23032038-1,2303,2023-03-19,UDトラックス株式会社,鶴丸海運株式会社,北九州100え3245,1700409222,2300818-01,28600,2600,28600
23032039-1,2303,2023-03-19,UDトラックス株式会社,株式会社サクラ物流,北九州100か7462,1700409235,2300668-01,5500,500,5500
23032040-1,2303,2023-03-19,UDトラックス株式会社,田村運輸株式会社,北九州130か1601,1700409214,2300702-01,5500,500,5500
23032041-1,2303,2023-03-19,UDトラックス株式会社,株式会社　VIP,北九州131う･300,1700409213,2300872-01,7150,650,7150
23032042-1,2303,2023-03-22,UDトラックス株式会社,株式会社　VIP,北九州101き･777,1700409259,2301027-01,17600,1600,17600
23032043-1,2303,2023-03-22,UDトラックス株式会社,有限会社SONEKIN　WORKS,北九州100え3705,1700409260,2300986-01,52800,4800,52800
23032044-1,2303,2023-03-22,UDトラックス株式会社,株式会社サクラ物流,筑豊100か2722,1700409247,2300655-01,4400,400,4400
23032045-1,2303,2023-03-22,UDトラックス株式会社,曽根金属工業株式会社,北九州100は3339,1700409215,1700409215,13200,1200,13200
23032046-1,2303,2023-03-26,UDトラックス株式会社,株式会社サクラ物流,筑豊100か2721,1700409280,2300656-01,8800,800,8800
23032047-1,2303,2023-03-26,UDトラックス株式会社,久富産業株式会社,北九州100か6176,1700409272,2301048-01,1100,100,1100
23032048-1,2303,2023-03-26,UDトラックス株式会社,有限会社三栄運輸,北九州132い･･77,1700409263,2301033-01,14300,1300,14300
23032049-1,2303,2023-03-26,UDトラックス株式会社,田村運輸株式会社,北九州100き2282,1700409291,2301089-01,4950,450,4950
23032050-1,2303,2023-03-26,UDトラックス株式会社,平和物流株式会社,北九州100き2897,1700409288,2301066-01,4400,400,4400
23032051-1,2303,2023-03-26,UDトラックス株式会社,株式会社サクラ物流,北九州130い･776,1700409289,2301051-01,26400,2400,26400
23032052-1,2303,2023-03-27,UDトラックス株式会社,株式会社サクラ物流,筑豊100か1354,1700409293,2300895-01,26400,2400,26400
23032053-1,2303,2023-03-27,UDトラックス株式会社,株式会社バンテック九州,北九州130い1062,1700409283,2300949-01,14300,1300,14300
23032054-1,2303,2023-03-29,UDトラックス株式会社,有限会社堀本建設,北九州131え･･･6,1700409317,2300998-01,5500,500,5500
23032055-1,2303,2023-03-29,UDトラックス株式会社,株式会社サクラ物流,北九州130い･793,1700409311,2301105-01,6050,550,6050
23032056-1,2303,2023-03-29,UDトラックス株式会社,ユニプレス物流株式会社,北九州100き･194,1700409300,2300987-01,2200,200,2200
23032057-1,2303,2023-03-29,UDトラックス株式会社,嶋本運送株式会社,北九州100き1122,1700409299,2301108-01,1100,100,1100
23032058-1,2303,2023-03-30,UDトラックス株式会社,北九州豊運輸株式会社,北九州130い2634,1700409314,2301147-01,72600,6600,72600
23032059-1,2303,2023-03-30,UDトラックス株式会社,田村運輸株式会社,北九州130い･472,1700409309,2301151-01,96800,8800,96800
23032060-1,2303,2023-03-30,UDトラックス株式会社,株式会社サクラ物流,北九州130い･792,1700409325,2301170-01,4400,400,4400
23032061-1,2303,2023-03-30,UDトラックス株式会社,北九州ダイキュー運輸株式会社,北九州130い･472,1700409328,2301151-01,16500,1500,16500
23032062-1,2303,2023-03-30,UDトラックス株式会社,株式会社サクラ物流,北九州130い･759,1700409324,2301004-01,6050,550,6050
23032063-1,2304,2023-04-02,UDトラックス株式会社,平和物流株式会社,北九州100き･188,1700409334,2301192-01,6600,600,6600
23032064-1,2304,2023-04-02,UDトラックス株式会社,平和物流株式会社,北九州100か2444,1700409335,2307096-01,12100,1100,12100
23042065-1,2304,2023-04-02,UDトラックス株式会社,株式会社サクラ物流,北九州100あ4378,1700409340,2301217-01,12100,1100,12100
23042066-1,2304,2023-04-02,UDトラックス株式会社,有限会社行橋鎮西運送,北九州100あ1629,1700409318,2301158-01,88550,8050,88550
23042067-1,2304,2023-04-05,UDトラックス株式会社,平和物流株式会社,北九州100か2445,1700409357,2301277-01,13200,1200,13200
23042068-1,2304,2023-04-05,UDトラックス株式会社,有限会社大雄産業,北九州100か1378,1700409345,2301098-01,13200,1200,13200
