id,invoice_id,line_no,sub_no,raw_label_part,action,target,position,raw_label,unit_price,quantity,amount,other,set_name,is_cancelled,confidence_score,extraction_method,notes,created_at,updated_at
944,22071650-1,1,1,ナット切断 破損部・取付加工溶接,切断・取付・加工,ナット,,ナット側破損部切断・ナット取付加工溶接,,1,,破損部・取付加工溶接,,,,,,,
945,22071651-1,1,1,下ステー製作 インターロックスイッチ脱着・駄穴掘り取付加工,製作・取付・脱着,ステー,下,インターロックスイッチステー脱着・下駄製作穴掘り取付加工,,1,,インターロックスイッチ脱着・駄穴掘り取付加工,,,,,,,
946,22071652-1,1,1,荷台ボルト修正 内架台止め,修正,ボルト,荷台,荷台内架台修正ボルト止め,18000.0,1,18000.0,内架台止め,,,,,,,
947,22071653-1,1,1,右リフレクターステー製作 三角切替溶接・リフレクターブラケット・三角リフレクター取付・丸形リフレクター貼付・作業部塗装,製作・取付・切替,リフレクターステー,右,右三角リフレクターステー製作切替溶接・リフレクターブラケット・三角リフレクター取付・丸形リフレクター貼付・作業部塗装,,1,,三角切替溶接・リフレクターブラケット・三角リフレクター取付・丸形リフレクター貼付・作業部塗装,,,,,,,
948,22071653-1,1,1,丸形リフレクター1枚（込み） 8ミリボルトASSY2本・5ミリボルトASSY2本・,,丸形リフレクター1枚（込み）,,8ミリボルトASSY2本・5ミリボルトASSY2本・丸形リフレクター1枚（込み）,,1,,8ミリボルトASSY2本・5ミリボルトASSY2本・,,,,,,,
949,22071654-1,1,1,左リベット切断 後ろスケット取替・溶接部付け替え溶接6ミリ2本穴掘り追加加工,切断・取替・加工,リベット,左,左後ろスケット取替・溶接部切断付け替え溶接6ミリリベット2本穴掘り追加加工,,1,,後ろスケット取替・溶接部付け替え溶接6ミリ2本穴掘り追加加工,,,,,,,
950,22071655-1,1,1,左サイドガード溶接 左折損,溶接,サイドガード,左,左サイドガード折損溶接,3000.0,1,3000.0,左折損,,,,,,,
951,22071655-2,1,1,左サイドガード溶接 左折損,溶接,サイドガード,左,左サイドガード折損溶接,3000.0,1,3000.0,左折損,,,,,,,
952,22071656-1,1,1,右プレート切断 ウィングロック取替・嚙み込みボルト取替,切断・取替,プレート,右,右ウィングロックプレート取替・嚙み込みボルト切断取替,,1,,ウィングロック取替・嚙み込みボルト取替,,,,,,,
953,22071657-1,1,1,燃料タンク脱着,脱着,燃料タンク,,燃料タンク脱着,5000.0,1,5000.0,,,,,,,,
954,22071657-2,1,1, 取消,,,,取消,0.0,1,0.0,取消,,,,,,,
955,22071658-1,1,1,前ロープフック加工 ボデー右前2個曲げ,加工,ロープフック,前,ボデー左右前ロープフック2個曲げ加工,4000.0,1,4000.0,ボデー右前2個曲げ,,,,,,,
956,22071659-1,1,1,左ブラケット仕上げ ボデー滑車左側上下2ヵ所カット,仕上げ,ブラケット,左,ボデー滑車ブラケット左側上下2ヵ所コーナーカット仕上げ,6000.0,1,6000.0,ボデー滑車左側上下2ヵ所カット,,,,,,,
957,22071659-1,1,1,左ガイドレール 滑車上下2本10ミリカット仕上,,ガイドレール,左,滑車左上下ガイドレール2本10ミリカット仕上,24000.0,1,24000.0,滑車上下2本10ミリカット仕上,,,,,,,
958,22071659-1,3,1,前ガイドレール製作 滑車前上下延長ガイド4本,製作,ガイドレール,前,滑車ガイドレール前側上下延長ガイド製作4本,48000.0,1,48000.0,滑車前上下延長ガイド4本,,,,,,,
959,22071659-1,4,1,ミリコ 2．3の字折り曲げ材4本,,ミリコ,,2．3ミリコの字折り曲げ材4本,35200.0,1,35200.0,2．3の字折り曲げ材4本,,,,,,,
960,22071660-1,1,1,左サイドガードASSY切断 左脱着・嚙み込みボルト取替,切断・取替・脱着,サイドガードASSY,左,左サイドガードASSY脱着・嚙み込みボルト切断取替,,1,,左脱着・嚙み込みボルト取替,,,,,,,
961,22071660-1,1,1,燃料タンク取替 2個・バンド4本,取替,燃料タンク,,燃料タンク2個取替・バンド4本取替,,1,,2個・バンド4本,,,,,,,
962,22071660-1,3,1,中間中間ホース取替,取替,中間ホース,中間,中間ホース取替,3000.0,1,3000.0,,,,,,,,
963,22081661-1,1,1,燃料タンク脱着,脱着,燃料タンク,,燃料タンク脱着,5000.0,1,5000.0,,,,,,,,
964,22081661-2,1,1,燃料タンク脱着,脱着,燃料タンク,,燃料タンク脱着,5000.0,1,5000.0,,,,,,,,
965,22081661-3,1,1,燃料タンク脱着,脱着,燃料タンク,,燃料タンク脱着,5000.0,1,5000.0,,,,,,,,
966,22081662-1,1,1,中間エキゾーストパイプ切断 脱着・ボルト取替・耐熱ガード脱着ステン溶接・パイプ折損部修正ステン溶接,切断・修正・取替,エキゾーストパイプ,中間,中間エキゾーストパイプ脱着・ボルト切断取替・耐熱ガード切断脱着ステン溶接・パイプ折損部修正ステン溶接,,1,,脱着・ボルト取替・耐熱ガード脱着ステン溶接・パイプ折損部修正ステン溶接,,,,,,,
967,22081663-1,1,1,右サイドバンパー補強 右折損部修正材取付溶接,補強・修正・取付,サイドバンパー,右,右サイドバンパー折損部修正補強材取付溶接,5000.0,1,5000.0,右折損部修正材取付溶接,,,,,,,
968,22081663-1,1,1,リヤバンパー切断 リヤ折損修正取付溶接,切断・修正・取付,バンパー,リヤ,リヤバンパー折損部切断修正取付溶接,5000.0,1,5000.0,リヤ折損修正取付溶接,,,,,,,
969,22081664-1,1,1,右ウィングキャッチ切断 前位置替え修正溶接,切断・修正・溶接,ウィングキャッチ,右,右前ウィングキャッチ切断位置替え修正溶接,5000.0,1,5000.0,前位置替え修正溶接,,,,,,,
970,22081665-1,1,1,クッション取替 燃料タンク脱着・ゴム貼替接着・バンド２本,取替・脱着・貼替,クッション,,燃料タンク脱着・クッションゴム貼替接着・バンド２本取替,,1,,燃料タンク脱着・ゴム貼替接着・バンド２本,,,,,,,
971,22081666-1,1,1,前タイコマフラー切断 エキブレパイプ脱着腐食ボルト取替・脱着・前折損部製作切替溶接,切断・取替・脱着,タイコマフラー,前,エキブレパイプ脱着腐食ボルト切断取替・タイコマフラー脱着・タイコマフラー前側折損部製作切替溶接,,1,,エキブレパイプ脱着腐食ボルト取替・脱着・前折損部製作切替溶接,,,,,,,
972,22081667-1,1,1,ミラーアーム曲がり直し ミラー取替一式・脱着・・亀裂ステン溶接,曲がり直し・取替・脱着,ミラーアーム,,ミラー取替一式・ミラーアーム脱着・曲がり直し・亀裂ステン溶接,,1,,ミラー取替一式・脱着・・亀裂ステン溶接,,,,,,,
973,22081668-1,1,1,左腐食ボルト切断 工具箱脱着・取替10本・工具箱ステー右切替加工溶接2本,切断・取替・脱着,腐食ボルト,左,左工具箱脱着・腐食ボルト切断取替10本・工具箱ステー左右切替加工溶接2本,,1,,工具箱脱着・取替10本・工具箱ステー右切替加工溶接2本,,,,,,,
974,22081669-1,1,1,左右リベット加工 右反射板取替穴掘り6ミリ止め8本,加工・取替,リベット,左右,左右反射板取替穴掘り6ミリリベット止め加工8本,5000.0,1,5000.0,右反射板取替穴掘り6ミリ止め8本,,,,,,,
975,22081669-1,1,1,左ナンバー取替 灯ASSY,取替,ナンバー,左,左ナンバー灯ASSY取替,2000.0,1,2000.0,灯ASSY,,,,,,,
976,22081670-1,1,1,右コントロールロッド取替,取替,コントロールロッド,右,右コントロールロッド取替,2000.0,1,2000.0,,,,,,,,
977,22081670-1,1,1,左右ショックアブソーバー取替 左右・グリル脱着,取替・脱着,ショックアブソーバー,左右,フロント左右ショックアブソーバー取替・フロントグリル脱着,,1,,左右・グリル脱着,,,,,,,
978,22081670-1,3,1,左右ショックアブソーバー取替 マウントブリッジ脱着・エンジンカバー脱着・右,取替・脱着,ショックアブソーバー,左右,マウントブリッジ脱着・エンジンカバー脱着・左右ショックアブソーバー取替,,1,,マウントブリッジ脱着・エンジンカバー脱着・右,,,,,,,
979,22081670-1,4,1,クッション取替 燃料タンク脱着・ゴム貼替接着・バンド２本,取替・脱着・貼替,クッション,,燃料タンク脱着・クッションゴム貼替接着・バンド２本取替,,1,,燃料タンク脱着・ゴム貼替接着・バンド２本,,,,,,,
980,22081670-1,5,1,右ジャバラパイプ溶接 右下腐食部分,溶接,ジャバラパイプ,右,右ジャバラパイプ下側腐食部分溶接,5000.0,1,5000.0,右下腐食部分,,,,,,,
981,22081670-1,6,1,エキゾーストパイプ溶接 折損,溶接,エキゾーストパイプ,,エキゾーストパイプ折損溶接,8000.0,1,8000.0,折損,,,,,,,
982,22081670-1,7,1,リヤリベット加工 リヤ反射板取替・止め,加工・取替,リベット,リヤ,リヤ反射板取替加工・リベット止め加工,,1,,リヤ反射板取替・止め,,,,,,,
983,22081671-1,1,1,上ゲート加工 跳ねげ脱着・ポリオールヒンジ取替,加工・取替・脱着,ゲート,上,跳ね上げゲート脱着・ポリオールヒンジ取替加工,,1,,跳ねげ脱着・ポリオールヒンジ取替,,,,,,,
984,22081671-1,1,1,右ガスダンバー取替,取替,ガスダンバー,右,左右ガスダンバー取替,5000.0,1,5000.0,,,,,,,,
985,22081671-1,3,1,左右ウェザーストリップゴム加工 右取替,加工・取替,ウェザーストリップゴム,左右,左右ウェザーストリップゴム取替加工,24000.0,1,24000.0,右取替,,,,,,,
986,22081672-1,1,1,左右ショックアブソーバー取替 マウントブリッジ脱着・エンジンカバー脱着・右,取替・脱着,ショックアブソーバー,左右,マウントブリッジ脱着・エンジンカバー脱着・左右ショックアブソーバー取替,,1,,マウントブリッジ脱着・エンジンカバー脱着・右,,,,,,,
987,22081673-1,1,1,左右ショックアブソーバー取替 グリル脱着・左右,取替・脱着,ショックアブソーバー,左右,フロントグリル脱着・フロント左右ショックアブソーバー取替,,1,,グリル脱着・左右,,,,,,,
988,22081673-1,1,1,左右ショックアブソーバー取替 マウントブリッジ脱着・ホースクランプ脱着・右,取替・脱着,ショックアブソーバー,左右,マウントブリッジ脱着・ホースクランプ脱着・左右ショックアブソーバー取替,,1,,マウントブリッジ脱着・ホースクランプ脱着・右,,,,,,,
989,22081674-1,1,1,フロントバンパー製作 左右ブレ止めステー2本取付加工・10㎜ボルト取替2本・錆止め黒塗装,製作・取替・取付,フロントバンパー,,フロントバンパー左右ブレ止めステー2本製作取付加工・10㎜ボルト取替2本・錆止め黒塗装,,1,,左右ブレ止めステー2本取付加工・10㎜ボルト取替2本・錆止め黒塗装,,,,,,,
990,22081675-1,1,1,左ミラーアーム付替 脱着・取替・他ミラーえ,付替・取替・脱着,ミラーアーム,左,左ミラーアーム脱着・取替・他ミラー付替え,,1,,脱着・取替・他ミラーえ,,,,,,,
991,22081676-1,1,1,中間中間ホース付替 燃料タンク脱着・え・コック2個取替,付替・取替・脱着,中間ホース,中間,燃料タンク中間ホース脱着・付替え・コック2個取替,,1,,燃料タンク脱着・え・コック2個取替,,,,,,,
992,22081677-1,1,1,左アーチゴム付替 リヤフェンダー前側・取替・泥除けゴム脱着・穴掘りえ加工,付替・取替・脱着,アーチゴム,左,左リヤフェンダー前側・左アーチゴム取替・泥除けゴム脱着・穴掘り付替え加工,,1,,リヤフェンダー前側・取替・泥除けゴム脱着・穴掘りえ加工,,,,,,,
993,22081677-2,1,1,左アーチゴム付替 リヤフェンダー前側・取替・泥除けゴム脱着・穴掘りえ加工,付替・取替・脱着,アーチゴム,左,左リヤフェンダー前側・左アーチゴム取替・泥除けゴム脱着・穴掘り付替え加工,,1,,リヤフェンダー前側・取替・泥除けゴム脱着・穴掘りえ加工,,,,,,,
994,22081678-1,1,1,左ドアスケット取替 前煽り,取替,ドアスケット,左,左前煽りドアスケット取替,5500.0,1,5500.0,前煽り,,,,,,,
995,22081679-1,1,1,左ミラーアーム曲がり直し 応急・アンダーステー脱着・応急製作取付,曲がり直し・取付・脱着,ミラーアーム,左,左ミラーアーム応急曲がり直し・アンダーステー脱着・応急製作取付,,1,,応急・アンダーステー脱着・応急製作取付,,,,,,,
996,22081679-1,1,1, 出張費,,,,出張費,5000.0,1,5000.0,出張費,,,,,,,
997,22081680-1,1,1,タンクバンド切断 燃料1本加工・取替,切断・取替・加工,タンクバンド,,燃料タンクバンド1本切断加工・取替,,1,,燃料1本加工・取替,,,,,,,
998,22081681-1,1,1,左フロントバンパーグリル取外し 左ミラーアーム応急処置加工・応急,取外し・加工,フロントバンパーグリル,左,左ミラーアーム応急処置加工・フロントバンパーグリル応急取外し,,1,,左ミラーアーム応急処置加工・応急,,,,,,,
999,22081682-1,1,1,左右コーナーパネル調整 左右ドアー建付け・右脱着,調整・脱着,コーナーパネル,左右,左右ドアー建付け調整・右コーナーパネル脱着調整,,1,,左右ドアー建付け・右脱着,,,,,,,
1000,22081682-1,1,1,左右オートグリスホース製作 右４本脱着ニップル固定板取付2枚,製作・取付・脱着,オートグリスホース,左右,左右オートグリスホース４本脱着ニップル固定板製作取付2枚,9000.0,1,9000.0,右４本脱着ニップル固定板取付2枚,,,,,,,
1001,22081682-1,3,1,自重計取替,取替,自重計,,自重計取替,5000.0,1,5000.0,,,,,,,,
1002,22081682-1,4,1,反射板取替 2枚,取替,反射板,,反射板2枚取替,4000.0,1,4000.0,2枚,,,,,,,
1003,22081683-1,1,1,竹箒入れ塗装 制作取付溶接・・（材料込み）,塗装・取付・制作,竹箒入れ,,竹箒入れ制作取付溶接・塗装・（材料込み）,,1,,制作取付溶接・・（材料込み）,,,,,,,
1004,22081683-2,1,1,竹箒入れ塗装 制作取付溶接・・（材料込み）,塗装・取付・制作,竹箒入れ,,竹箒入れ制作取付溶接・塗装・（材料込み）,,1,,制作取付溶接・・（材料込み）,,,,,,,
1005,22081684-1,1,1,フロントフロントリッド取替 グリル,取替,フロントリッド,フロント,フロントリッドグリル取替,3500.0,1,3500.0,グリル,,,,,,,
1006,22081685-1,1,1,コネクター修理 取り付け分,修理,コネクター,,コネクター取り付け部分修理,5000.0,1,5000.0,取り付け分,,,,,,,
1007,22081686-1,1,1,左サイドガードASSY切断 左脱着ボルト取替,切断・取替・脱着,サイドガードASSY,左,左サイドガードASSY脱着ボルト切断取替,0.0,0,0.0,左脱着ボルト取替,,,,,,,
1008,22081686-1,1,1,ブラケット2本加工 燃料タンク脱着・タンク掘り取替・バンド２本取替,加工・取替・脱着,ブラケット2本,,燃料タンク脱着・タンクブラケット2本穴掘り加工取替・バンド２本取替,,1,,燃料タンク脱着・タンク掘り取替・バンド２本取替,,,,,,,
1009,22081687-1,1,1,リヤブラケット塗装 リヤ反射板位置替え取替加工・反射板脱着鈑金,塗装・取替・脱着,ブラケット,リヤ,リヤ反射板位置替え取替加工・反射板ブラケット脱着鈑金塗装,,1,,リヤ反射板位置替え取替加工・反射板脱着鈑金,,,,,,,
1010,22081687-1,1,1,リヤ錆止め塗装 リヤ鋼板全面亀裂カット溶接・溶接,塗装・溶接,錆止め,リヤ,リヤ鋼板全面亀裂カット溶接・溶接部錆止め塗装,,1,,リヤ鋼板全面亀裂カット溶接・溶接,,,,,,,
1011,22081688-1,1,1,左ブラケット取外し 工具箱・,取外し,ブラケット,左,左工具箱・ブラケット取外し,,1,,工具箱・,,,,,,,
1012,22081689-1,1,1,右サスベローズ取替 キャブ,取替,サスベローズ,右,右キャブサスベローズ取替,3000.0,1,3000.0,キャブ,,,,,,,
1013,22081689-1,1,1,右補強材補強 工具箱ステー材取付溶接2ヵ所,補強・取付・溶接,補強材,右,右工具箱ステー補強材取付溶接2ヵ所,7000.0,1,7000.0,工具箱ステー材取付溶接2ヵ所,,,,,,,
1014,22081690-1,1,1,タンクバンド取替 燃料2本,取替,タンクバンド,,燃料タンクバンド2本取替,4000.0,1,4000.0,燃料2本,,,,,,,
1015,22081691-1,1,1,左ブラケット取替 後ろスケット・脱着,取替・脱着,ブラケット,左,左後ろスケット取替・ブラケット脱着,,1,,後ろスケット・脱着,,,,,,,
1016,22081691-1,1,1,左スケット取替 前,取替,スケット,左,左前スケット取替,5000.0,1,5000.0,前,,,,,,,
1017,22081692-1,1,1,外ボルト折れ込み取外し 躍場縞鋼板全面脱着・加工・全面タップ掛け,取外し・脱着・加工,ボルト折れ込み,外,躍場縞鋼板全面脱着・ボルト折れ込み取外し加工・全面タップ掛け,,1,,躍場縞鋼板全面脱着・加工・全面タップ掛け,,,,,,,
1018,22081693-1,1,1,左右フロントショックアブソーバー取替,取替,フロントショックアブソーバー,左右,左右フロントショックアブソーバー取替,6000.0,1,6000.0,,,,,,,,
1019,22081693-1,1,1,左右ショックアブソーバー取替 右リヤ,取替,ショックアブソーバー,左右,左右リヤショックアブソーバー取替,18000.0,1,18000.0,右リヤ,,,,,,,
1020,22081693-1,3,1,外ボルト折れ込み取外し 躍場縞鋼板全面脱着・加工・全面タップ掛け,取外し・脱着・加工,ボルト折れ込み,外,躍場縞鋼板全面脱着・ボルト折れ込み取外し加工・全面タップ掛け,,1,,躍場縞鋼板全面脱着・加工・全面タップ掛け,,,,,,,
1021,22081693-1,4,1,タンクバンド取替 燃料1本,取替,タンクバンド,,燃料タンクバンド1本取替,2000.0,1,2000.0,燃料1本,,,,,,,
1022,22081694-1,1,1,左バックランプ曲がり直し 左ガード脱着鈑金・ステー脱着・脱着・リフレクター取替,曲がり直し・取替・脱着,バックランプ,左,左サイドガード脱着曲がり直し鈑金・ステー脱着曲がり直し・バックランプ脱着・リフレクター取替,,1,,左ガード脱着鈑金・ステー脱着・脱着・リフレクター取替,,,,,,,
1023,22081694-1,1,1,錆止め塗装 作業黒,塗装・作業,錆止め,,作業部錆止め黒塗装,6000.0,1,6000.0,作業黒,,,,,,,
1024,22082120-1,1,1,左サイドガード修正 左前側折損部分パイプ切替溶接,修正・切替・溶接,サイドガード,左,左サイドガード前側折損部分修正パイプ切替溶接,6000.0,1,6000.0,左前側折損部分パイプ切替溶接,,,,,,,
1025,22082120-1,1,1,左サイドガード切断 左後ろ腐食部分曲げ加工2ヶ所パイプ製作・取替溶接,切断・取替・製作,サイドガード,左,左サイドガード後ろ腐食部分切断曲げ加工2ヶ所パイプ製作・取替溶接,,1,,左後ろ腐食部分曲げ加工2ヶ所パイプ製作・取替溶接,,,,,,,
1026,22082120-1,3,1,錆止め塗装,塗装,錆止め,,錆止め塗装,3000.0,1,3000.0,,,,,,,,
1027,22091698-1,1,1,タンクバンド取替 燃料2本,取替,タンクバンド,,燃料タンクバンド2本取替,4000.0,1,4000.0,燃料2本,,,,,,,
1028,22091699-1,1,1,右サイドガード補強 右前ステー脱着折損溶接材制作取付溶接,補強・取付・脱着,サイドガード,右,右サイドガード前ステー脱着折損溶接補強材制作取付溶接,6000.0,1,6000.0,右前ステー脱着折損溶接材制作取付溶接,,,,,,,
1029,22091699-1,1,1,右補強材補強 踊り場枠骨ステー脱着折損溶接材取付溶接,補強・取付・脱着,補強材,右,踊り場枠骨右ステー脱着折損溶接補強材取付溶接,6000.0,1,6000.0,踊り場枠骨ステー脱着折損溶接材取付溶接,,,,,,,
1030,22091700-1,1,1,左サイドガード切断 左前後ステーパイプ2本腐食部分切替溶接,切断・切替・溶接,サイドガード,左,左サイドガード前後ステーパイプ2本腐食部分切断切替溶接,12000.0,1,12000.0,左前後ステーパイプ2本腐食部分切替溶接,,,,,,,
1031,22091700-1,1,1,左ステー補強 工具箱取付溶接,補強・取付・溶接,ステー,左,左工具箱補強ステー取付溶接,3500.0,1,3500.0,工具箱取付溶接,,,,,,,
1032,22091700-1,3,1,錆止め作業 溶接,作業・溶接,錆止め,,作業部錆止め溶接,2000.0,1,2000.0,溶接,,,,,,,
1033,22091701-1,1,1,右建付け調整 ドアー,調整,建付け,右,右ドアー建付け調整,6000.0,1,6000.0,ドアー,,,,,,,
1034,22091702-1,1,1,アウトリガーハンドル切断 脱着・固定板取替溶接・ボルト取替調整・錆止め塗装,切断・調整・取替,アウトリガーハンドル,,アウトリガーハンドル脱着・固定板切断取替溶接・ボルト取替調整・錆止め塗装,,1,,脱着・固定板取替溶接・ボルト取替調整・錆止め塗装,,,,,,,
1035,22091703-1,1,1,アクスルボルトスタッド取替,取替,アクスルボルトスタッド,,アクスルボルトスタッド取替,4000.0,1,4000.0,,,,,,,,
1036,22091704-1,1,1,右ウェザーストリップ修正 ドライバードアー内張り脱着・スカッフプレート脱着,修正・脱着,ウェザーストリップ,右,ドライバードアー内張り脱着修正・右スカッフプレート脱着ウェザーストリップ修正,,1,,ドライバードアー内張り脱着・スカッフプレート脱着,,,,,,,
1037,22091705-1,1,1,左燃料サブタンク燃料抜き 左ガード脱着・取外し・,燃料抜き・取外し・脱着,燃料サブタンク,左,左サイドガード脱着・燃料サブタンク取外し・燃料抜き,,1,,左ガード脱着・取外し・,,,,,,,
1038,22091706-1,1,1,右エアサス取替 キャブ,取替,エアサス,右,キャブ右エアサス取替,4000.0,1,4000.0,キャブ,,,,,,,
1039,22091707-1,1,1,ドライバーシート点検 脱着・サスペンション・グリスUP,点検・脱着,ドライバーシート,,ドライバーシート脱着・サスペンション点検・グリスUP,,1,,脱着・サスペンション・グリスUP,,,,,,,
1040,22091708-1,1,1,左右ゲートキャッチ曲がり直し リヤ右脱着点検・右ステー,曲がり直し・点検・脱着,ゲートキャッチ,左右,リヤゲートキャッチ左右脱着点検・左右ステー曲がり直し,,1,,リヤ右脱着点検・右ステー,,,,,,,
1041,22091708-1,1,1,左ブラケット曲がり直し リヤタイヤホイルカバー亀裂溶接・カバー取付修正,曲がり直し・修正・取付,ブラケット,左,左リヤタイヤホイルカバーブラケット曲がり直し亀裂溶接・カバー取付修正,,1,,リヤタイヤホイルカバー亀裂溶接・カバー取付修正,,,,,,,
1042,22091709-1,1,1,りん木入れ塗装 亀裂カット溶接2ヵ所,塗装・溶接,りん木入れ,,りん木入れ亀裂カット溶接塗装2ヵ所,6000.0,1,6000.0,亀裂カット溶接2ヵ所,,,,,,,
1043,22091710-1,1,1,左右ボデー取外し 右排水口鉄格子切断・格子蓋制作取付溶接2ヵ所,取外し・取付・制作,ボデー,左右,ボデー左右排水口鉄格子切断取外し・格子蓋制作取付溶接2ヵ所,,1,,右排水口鉄格子切断・格子蓋制作取付溶接2ヵ所,,,,,,,
1044,22091711-1,1,1,左右シャックルブラケット溶接 右亀裂カット2ヵ所,溶接,シャックルブラケット,左右,左右シャックルブラケット亀裂カット溶接2ヵ所,6000.0,1,6000.0,右亀裂カット2ヵ所,,,,,,,
1045,22091712-1,1,1,右サイドガードステー補強 右脱着折損修正材取付溶接,補強・修正・取付,サイドガードステー,右,右サイドガードステー脱着折損修正補強材取付溶接,8000.0,1,8000.0,右脱着折損修正材取付溶接,,,,,,,
1046,22091713-1,1,1,竹箒入れ塗装 制作取付溶接（材料込み）,塗装・取付・制作,竹箒入れ,,竹箒入れ制作取付溶接塗装（材料込み）,38000.0,1,38000.0,制作取付溶接（材料込み）,,,,,,,
1047,22091713-1,1,1,右ボデー取外し 排水口鉄格子切断・格子蓋制作取付溶接2ヵ所,取外し・取付・制作,ボデー,右,ボデー右排水口鉄格子切断取外し・格子蓋制作取付溶接2ヵ所,,1,,排水口鉄格子切断・格子蓋制作取付溶接2ヵ所,,,,,,,
1048,22091713-2,1,1,竹箒入れ塗装 制作取付溶接（材料込み）,塗装・取付・制作,竹箒入れ,,竹箒入れ制作取付溶接塗装（材料込み）,42000.0,1,42000.0,制作取付溶接（材料込み）,,,,,,,
1049,22091713-2,1,1,右ボデー取外し 排水口鉄格子切断・格子蓋制作取付溶接2ヵ所,取外し・取付・制作,ボデー,右,ボデー右排水口鉄格子切断取外し・格子蓋制作取付溶接2ヵ所,,1,,排水口鉄格子切断・格子蓋制作取付溶接2ヵ所,,,,,,,
1050,22091714-1,1,1,右サイドガードステー曲がり直し 右3本ガード1本切替加工溶接・ガード折損取付溶接,曲がり直し・取付・切替,サイドガードステー,右,右サイドガードステー3本曲がり直しサイドガード1本切替加工溶接・サイドガード折損取付溶接,,1,,右3本ガード1本切替加工溶接・ガード折損取付溶接,,,,,,,
1051,22091714-1,1,1,左サイドガード加工 左1本切替溶接・亀裂溶接,加工・切替・溶接,サイドガード,左,左サイドガード1本切替加工溶接・亀裂溶接,,1,,左1本切替溶接・亀裂溶接,,,,,,,
1052,22091714-1,3,1,左右サイドガード塗装,塗装,サイドガード,左右,左右サイドガード塗装,6000.0,1,6000.0,,,,,,,,
1053,22091715-1,1,1,左サイドガード修正 左亀裂溶接,修正・溶接,サイドガード,左,左サイドガード亀裂修正溶接,3000.0,1,3000.0,左亀裂溶接,,,,,,,
1054,22091715-1,1,1,左バックミラー取替 ・ステー修正固定,取替・修正,バックミラー,左,左バックミラー取替・ステー修正固定,,1,,・ステー修正固定,,,,,,,
1055,22091716-1,1,1,燃料タンク取替 渡りホースバンド2個,取替,燃料タンク,,燃料タンク渡りホース取替バンド2個取替,3500.0,1,3500.0,渡りホースバンド2個,,,,,,,
1056,22091717-1,1,1,左右フロントショックアブソーバー取替,取替,フロントショックアブソーバー,左右,左右フロントショックアブソーバー取替,6000.0,1,6000.0,,,,,,,,
1057,22091717-1,1,1,タンクバンド取替 燃料2本,取替,タンクバンド,,燃料タンクバンド2本取替,4000.0,1,4000.0,燃料2本,,,,,,,
1058,22091717-1,3,1,外ボルト折れ込み取外し 躍場縞鋼板全面脱着・加工・ネジ山修正,取外し・修正・脱着,ボルト折れ込み,外,躍場縞鋼板全面脱着・ボルト折れ込み取外し加工・ネジ山修正,,1,,躍場縞鋼板全面脱着・加工・ネジ山修正,,,,,,,
1059,22091717-1,4,1,骨ナット切断 踊場枠取替加工溶接,切断・取替・加工,骨ナット,,踊場枠骨ナット切断取替加工溶接,3000.0,1,3000.0,踊場枠取替加工溶接,,,,,,,
1060,22091718-1,1,1,左ベニヤ板付替 観音扉ASSY取替・入れ脱着え加工,付替・取替・脱着,ベニヤ板,左,左観音扉ASSY取替・ベニヤ板入れ脱着付替え加工,,1,,観音扉ASSY取替・入れ脱着え加工,,,,,,,
1061,22091718-1,1,1,左ステン枠仕上げ 研磨,仕上げ・研磨,ステン枠,左,左ステン枠研磨仕上げ,18000.0,1,18000.0,研磨,,,,,,,
1062,22091718-1,3,1,右観音扉仕上げ 汚れ落とし,仕上げ,観音扉,右,右観音扉汚れ落とし仕上げ,12000.0,1,12000.0,汚れ落とし,,,,,,,
1063,22091719-1,1,1,フェリーフック加工 4個取付,加工・取付,フェリーフック,,フェリーフック4個取付加工,25000.0,1,25000.0,4個取付,,,,,,,
1064,22091720-1,1,1,左右ストッパー加工 右観音扉2個リベット止め,加工,ストッパー,左右,左右観音扉ストッパー2個リベット止め加工,4000.0,1,4000.0,右観音扉2個リベット止め,,,,,,,
1065,22091721-1,1,1,リヤバンパー加工 リヤ取替,加工・取替,バンパー,リヤ,リヤバンパー加工取替,18000.0,1,18000.0,リヤ取替,,,,,,,
1066,22091721-1,1,1,右サイドガード溶接 右折損,溶接,サイドガード,右,右サイドガード折損溶接,12000.0,1,12000.0,右折損,,,,,,,
1067,22091722-1,1,1,上踊場バッテリー加工 蓋ストッパー取付,加工・取付,踊場バッテリー,上,踊場バッテリー上蓋ストッパー取付加工,5000.0,1,5000.0,蓋ストッパー取付,,,,,,,
1068,22091722-1,1,1,テールパイプマフラー修正 折損溶接,修正・溶接,テールパイプマフラー,,テールパイプマフラー折損修正溶接,8000.0,1,8000.0,折損溶接,,,,,,,
1069,22091722-1,3,1,右サイドガード燃料抜き 右踊場・脱着・・燃料タンク脱着,燃料抜き・脱着,サイドガード,右,右踊場・サイドガード脱着・燃料抜き・燃料タンク脱着,,1,,右踊場・脱着・・燃料タンク脱着,,,,,,,
1070,22091723-1,1,1,リヤバンパー製作 リヤ折損修正補強材取付加工,製作・修正・補強,バンパー,リヤ,リヤバンパー折損修正補強材製作取付加工,30000.0,1,30000.0,リヤ折損修正補強材取付加工,,,,,,,
